clip,speaker,p_probe_seed0,p_probe_seed1,p_probe_seed2,p_probe_seed3,p_probe_seed4,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,p_probe_single_split,fold_single_split,p_yes_zeroshot,p_yes_zeroshot_part26_pod_rerun
AVPEPUDEAC0019_readtext.wav,AVPEPUDEAC0019,0.023155109956860542,0.0025244217831641436,0.00397120788693428,0.003355439519509673,0.0281201284378767,1,4,0,2,4,0.011684289202094078,3,0.32486543504486015,0.3488351689540001
AVPEPUDEAC0020_readtext.wav,AVPEPUDEAC0020,0.0021077091805636883,0.004020524676889181,0.008468438871204853,0.006004256196320057,0.0009199581108987331,1,3,1,2,3,0.5330222845077515,2,0.42513662901297133,0.4250985226382586
AVPEPUDEAC0021_readtext.wav,AVPEPUDEAC0021,0.009463820606470108,5.792090632894542e-06,0.002872547134757042,6.614025096496334e-06,0.006699022371321917,3,4,0,2,2,0.00015235795581247658,1,0.3949997153312203,0.394968845728892
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,0.013670896179974079,0.4210342764854431,0.0773857831954956,0.05820630490779877,0.062007319182157516,4,2,4,2,0,0.06274715811014175,0,0.24738653866432408,0.26693358178295795
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,0.01833215542137623,0.017046252265572548,0.06699363887310028,0.00406090309843421,0.000801707326900214,3,1,0,2,4,0.10755515843629837,4,0.25381201092969913,0.23089632862202064
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,0.04028242826461792,0.016062211245298386,0.031599756330251694,0.5869876146316528,0.04362303391098976,1,0,2,3,4,0.11594849079847336,3,0.4690073997933407,0.4690035841826326
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,0.014158661477267742,0.006414591800421476,0.017771631479263306,0.027857383713126183,0.006472084671258926,1,1,1,1,1,0.7655881643295288,2,0.1620662793543075,0.1608055132880278
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,0.034532058984041214,0.033610910177230835,0.4348060190677643,0.7019108533859253,0.06712249666452408,4,3,3,3,4,0.013928151689469814,1,0.5148682105574192,0.4931356417111997
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,0.4839509427547455,0.9869003891944885,0.3588220179080963,0.12360227853059769,0.21754321455955505,3,0,4,1,2,0.0334957018494606,0,0.7837210087096557,0.8031502319910575
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,0.9953468441963196,0.9999967813491821,0.9999030828475952,0.997865617275238,0.9991785883903503,3,0,0,3,1,0.9999953508377075,4,0.6392023555545737,0.6384163547856047
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,1.773757276168908e-06,0.0016050777630880475,0.006391990464180708,1.354940832243301e-05,1.2403805158101022e-05,2,1,3,0,2,0.33000215888023376,3,0.4316552593992193,0.4316794779343485
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,0.00012132720439694822,1.093221999326488e-05,9.558582860336173e-06,0.00189043371938169,7.676736277062446e-05,3,1,2,2,0,0.0014190461952239275,2,0.18116085978639462,0.1811636097767869
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,0.007030538283288479,0.00014228918007574975,0.0017226597992703319,0.017940467223525047,4.4612821511691436e-05,3,4,1,0,0,0.0038214547093957663,1,0.21885505287321716,0.22015518997437142
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,0.0002007670555030927,0.002957102609798312,0.000696576782502234,0.00013822707114741206,1.4854324945190456e-05,1,2,2,4,4,2.2108562916400842e-05,0,0.45442380870234533,0.45978062870158987
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,3.5787445540336194e-06,0.2944152057170868,0.0681564062833786,0.000123203411931172,0.000989837571978569,4,0,0,4,2,9.067355676961597e-06,4,0.46076228571819705,0.46077140407792366
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,5.9841399888682645e-06,5.968797631794587e-05,3.0008648082002765e-06,1.719773308650474e-06,2.8426309199858224e-06,2,1,0,3,0,2.237921580672264e-05,3,0.44284465239913645,0.40988876841361277
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,0.117449551820755,0.14223432540893555,0.10754552483558655,0.0022121062502264977,0.026090098544955254,4,2,2,2,1,0.3141494691371918,2,0.6718769828665169,0.6486690563544961
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,0.4671819508075714,0.039302147924900055,0.3185197114944458,0.021266726776957512,0.0006757533410564065,4,0,2,4,4,0.0007498211343772709,1,0.21733470682021275,0.22843640985729036
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,0.0008112291106954217,0.052268676459789276,0.000872724165674299,0.01681389845907688,4.028144394396804e-05,4,1,0,4,4,0.00021325059060472995,0,0.2348419869321644,0.22858018499604885
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,0.010339251719415188,0.007045130245387554,0.02581148035824299,0.0018556903814896941,0.005028807558119297,3,1,0,0,0,9.255500481231138e-05,4,0.7395831613092058,0.6779686465374553
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,0.0005766990943811834,0.0004732845991384238,0.0013290827628225088,0.0001478989579482004,0.00023961055558174849,1,4,3,2,3,0.00017250937526114285,3,0.303382059361315,0.3395735958792921
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,0.03328993543982506,0.3409455716609955,0.016062408685684204,0.0011159430723637342,0.39184799790382385,1,0,1,3,3,0.03281077370047569,2,0.5161444717203104,0.5385171541341408
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,0.00013470949488691986,0.011012350209057331,0.015994468703866005,0.0018615004373714328,0.002085017506033182,2,0,2,4,4,0.0003361876879353076,1,0.46667702136168515,0.4635689280577143
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,4.8881833208724856e-05,0.00231874268501997,0.0003490623494144529,1.5821959777895245e-06,9.192452853312716e-05,0,1,3,1,0,4.866218205279438e-06,0,0.5419096260456904,0.541901381367685
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,0.0042157480493187904,2.0959538233000785e-05,0.0001469956332584843,0.0008685547509230673,0.0019771757069975138,0,3,4,4,4,0.002908670576289296,4,0.6632252851392244,0.6593096591439787
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0.0008862142567522824,0.048501767218112946,0.0053977021016180515,0.0054131788201630116,0.07781211286783218,0,2,1,4,0,0.7447651028633118,3,0.37786230212658445,0.3489327740701497
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,0.0019048732938244939,0.0013436395674943924,0.00015561778855044395,0.0015148281818255782,5.276391311781481e-05,4,3,3,3,1,0.16153670847415924,2,0.45394258075198657,0.4539422571081306
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0.0005855929921381176,0.00022852062829770148,0.0013926558895036578,0.0011213959660381079,0.02873876504600048,0,4,4,2,1,0.008817407302558422,1,0.4925758861538383,0.4305651624247822
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,1.7048583686118945e-05,6.862806571916735e-07,3.414683533264906e-06,1.8426155293127522e-05,1.1292245289951097e-06,3,4,0,1,3,6.688977009616792e-06,0,0.5804607530820866,0.5600446161812472
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0.0013289833441376686,0.007879232987761497,0.006627562455832958,0.00309406453743577,0.04220356047153473,0,0,4,4,0,3.4009473893092945e-05,4,0.27900665344605596,0.2790328988492451
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,0.001672504935413599,0.9036643505096436,0.9612147808074951,0.0009422141592949629,0.5620410442352295,3,1,4,0,2,0.10888257622718811,3,0.3063816576708494,0.29445856714763347
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,0.003561911405995488,5.3273648518370464e-05,0.00888829305768013,1.7547214156365953e-05,0.0027570927049964666,4,4,2,0,1,0.0008459988166578114,2,0.4075400640391563,0.40755785162099273
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,1.460173552914057e-05,3.866342467517825e-06,6.022941079208977e-07,2.728499168824783e-07,3.7184508983045816e-05,4,4,3,0,1,1.8816848523783847e-08,1,0.17837839550935655,0.1783685576011628
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,9.043676527653588e-07,4.295653525332455e-06,6.0331542044878006e-05,3.84940103685949e-05,3.3409312436560867e-06,3,4,0,3,3,1.9756694769057503e-07,0,0.2165892492257703,0.21115442396198228
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0.9876813888549805,0.8445701003074646,0.9812843203544617,0.9065492153167725,0.47453802824020386,0,3,1,1,4,0.2677127718925476,4,0.5604317165889378,0.5928079698452241
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,0.9978771209716797,0.9724764227867126,0.9997345805168152,0.9967801570892334,0.9995372295379639,2,3,4,1,4,0.9785169959068298,3,0.6436870147810427,0.6704002803950351
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,1.0,0.9999996423721313,0.9999963045120239,1.0,0.9999773502349854,3,3,3,1,2,0.9998840093612671,2,0.6464902410191304,0.6037160309866106
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,0.9996892213821411,0.9999998807907104,0.9999979734420776,0.9999996423721313,0.9999998807907104,3,0,1,3,0,0.999995231628418,1,0.5445486046958875,0.5727168718243353
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,0.9997579455375671,0.9978004097938538,0.9997171759605408,0.9995633959770203,0.9988646507263184,0,0,1,1,4,0.9998249411582947,0,0.35241131083213867,0.37771015986658935
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,0.999873161315918,0.9977262616157532,0.9992145299911499,0.9999747276306152,0.9997373223304749,1,2,3,1,0,0.9998750686645508,4,0.4367831919465038,0.4659951171154643
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,0.9988301396369934,0.9943464398384094,0.9997044205665588,0.9984408020973206,0.9217903017997742,3,0,1,1,2,0.35503900051116943,3,0.5408078213050871,0.5407882028489412
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,0.999698281288147,0.9999997615814209,0.9999879598617554,1.0,0.9967696666717529,1,1,2,3,3,0.9999997615814209,2,0.3921906489465647,0.4242457767566941
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,0.5091623663902283,0.16079533100128174,0.5620471239089966,0.7305077314376831,0.8685232996940613,2,3,2,0,3,0.9599722623825073,1,0.18787460119162222,0.20601338276046738
AVPEPUDEA0011_readtext.wav,AVPEPUDEA0011,0.536058247089386,0.05175934359431267,0.06961416453123093,0.14996227622032166,0.0546545572578907,0,1,0,4,4,0.20662365853786469,0,0.46914845936953237,0.46911836955699104
AVPEPUDEA0013_readtext.wav,AVPEPUDEA0013,0.9957988858222961,0.9203227758407593,0.991093099117279,0.9166991710662842,0.9968414306640625,4,1,4,4,2,0.9824296236038208,4,0.6110316459196751,0.5569395660191211
AVPEPUDEA0014_readtext.wav,AVPEPUDEA0014,0.9999990463256836,0.9999995231628418,0.9999173879623413,0.9999845027923584,0.9999780654907227,0,2,1,1,3,0.9999998807907104,3,0.3918227813789326,0.42197844728218087
AVPEPUDEA0015_readtext.wav,AVPEPUDEA0015,0.9999058246612549,0.9980722665786743,0.9997945427894592,0.9999502897262573,0.9997428059577942,0,1,1,2,0,0.9995437264442444,2,0.5162384446597355,0.5132546814495508
AVPEPUDEA0016_readtext.wav,AVPEPUDEA0016,1.0,0.9997193217277527,0.9996070265769958,0.999414324760437,0.9999614953994751,3,1,0,3,1,0.9999998807907104,1,0.4017838883634641,0.40177641519584584
AVPEPUDEA0017_readtext.wav,AVPEPUDEA0017,0.4496351480484009,0.9619318246841431,0.9107366800308228,0.9819936156272888,0.6753264665603638,0,3,1,1,3,0.8778625726699829,0,0.8299035590204515,0.8470131987569275
AVPEPUDEA0020_readtext.wav,AVPEPUDEA0020,0.9992030262947083,0.9867323040962219,0.933994710445404,0.9995501637458801,0.9988994598388672,0,1,3,2,0,0.9950383305549622,4,0.29977665443804136,0.2997161171383996
AVPEPUDEA0021_readtext.wav,AVPEPUDEA0021,0.9872304797172546,0.9614090323448181,0.9974353909492493,0.9029166102409363,0.9994555115699768,4,2,0,2,0,0.9831320643424988,3,0.668178492962399,0.6349041128876365
AVPEPUDEA0022_readtext.wav,AVPEPUDEA0022,0.8889787793159485,0.24329160153865814,0.09890437871217728,0.03573637828230858,0.27154314517974854,4,4,3,3,1,0.8710134029388428,2,0.42595869253977536,0.42683375652859906
AVPEPUDEA0023_readtext.wav,AVPEPUDEA0023,0.9999828338623047,0.9774882793426514,0.9999960660934448,0.056991878896951675,0.9998340606689453,0,1,4,3,3,0.9880890250205994,1,0.5648502678726343,0.5339367592822902
AVPEPUDEA0024_readtext.wav,AVPEPUDEA0024,0.9999374151229858,0.9998441934585571,0.9951505661010742,0.9969903230667114,0.9959272742271423,1,1,4,0,2,0.9985829591751099,0,0.7899019706177735,0.8277667173176425
AVPEPUDEA0025_readtext.wav,AVPEPUDEA0025,0.9999492168426514,0.9851768016815186,0.9933524131774902,0.9951854348182678,0.9735015034675598,2,4,1,0,3,0.999768078327179,4,0.29998569273487175,0.27498871309402323
AVPEPUDEA0026_readtext.wav,AVPEPUDEA0026,0.7461323738098145,0.19561150670051575,0.9852346777915955,0.9999927282333374,0.9979046583175659,2,2,3,1,2,0.9070983529090881,3,0.43283308990727076,0.43284801074165274
AVPEPUDEA0027_readtext.wav,AVPEPUDEA0027,0.000942720624152571,0.017005758360028267,0.00010625809227349237,0.00021443539299070835,0.0028470882680267096,2,4,0,2,3,0.0031639859080314636,2,0.6495872479107236,0.6281671927783236
AVPEPUDEA0029_readtext.wav,AVPEPUDEA0029,0.07668312638998032,0.9138704538345337,0.8836172223091125,0.1264738142490387,0.7806837558746338,3,0,2,4,1,1.9999062715214677e-05,1,0.686694724038579,0.6635590596488753
AVPEPUDEA0030_readtext.wav,AVPEPUDEA0030,0.9999939203262329,0.9999558925628662,0.9993149042129517,0.9999983310699463,0.9999866485595703,4,3,4,2,3,0.9999970197677612,0,0.8486058318356053,0.8505421012992714
AVPEPUDEA0031_readtext.wav,AVPEPUDEA0031,0.995893120765686,0.7470240592956543,0.9926785230636597,0.9845029711723328,0.9898595213890076,4,2,0,1,1,0.9734055995941162,4,0.6404837872167319,0.6112385773607342
AVPEPUDEA0032_readtext.wav,AVPEPUDEA0032,0.996059775352478,0.999742329120636,0.9999960660934448,0.9986427426338196,0.9999089241027832,3,3,3,0,2,0.9757322072982788,3,0.5197272748704761,0.48858075733078515
AVPEPUDEA0034_readtext.wav,AVPEPUDEA0034,0.626062273979187,0.8230156898498535,0.10441700369119644,0.997591495513916,0.9431470036506653,1,1,4,3,4,0.9790178537368774,2,0.5806636422223492,0.6072036623791257
AVPEPUDEA0035_readtext.wav,AVPEPUDEA0035,0.538798987865448,0.08767709136009216,0.008179264143109322,0.6217923164367676,0.08570817112922668,2,3,4,2,3,0.966559648513794,1,0.961900882094168,0.9572080140089937
AVPEPUDEA0037_readtext.wav,AVPEPUDEA0037,0.9413083791732788,0.0036308167036622763,0.0020329528488218784,0.7839180827140808,0.10161303728818893,0,3,4,1,3,0.9607067704200745,0,0.5195185161741664,0.5239113392451991
AVPEPUDEA0038_readtext.wav,AVPEPUDEA0038,0.9860402345657349,0.9306649565696716,0.9355321526527405,0.9994200468063354,0.9579198956489563,4,4,2,0,2,0.9789395332336426,4,0.30406317345233036,0.3040979296670855
AVPEPUDEA0039_readtext.wav,AVPEPUDEA0039,0.9999995231628418,0.9986693859100342,0.999997615814209,0.9995014667510986,0.9999996423721313,1,3,3,0,2,0.9998728036880493,3,0.7594112570893278,0.7358459546486527
AVPEPUDEA0041_readtext.wav,AVPEPUDEA0041,0.7337808609008789,0.925940990447998,0.7348236441612244,0.09231523424386978,0.16752411425113678,4,0,0,4,3,0.30767539143562317,2,0.7982161775111749,0.8002572403192855
AVPEPUDEA0042_readtext.wav,AVPEPUDEA0042,0.9773419499397278,0.8144333362579346,0.9950823783874512,0.756641685962677,0.9290514588356018,2,2,4,1,4,0.2592357397079468,1,0.4333437123841557,0.3754020565996938
AVPEPUDEA0043_readtext.wav,AVPEPUDEA0043,0.9999810457229614,0.9999128580093384,0.9999997615814209,0.9999946355819702,0.9999520778656006,2,0,3,0,1,0.9999992847442627,0,0.48036497749548607,0.48036497666360395
AVPEPUDEA0045_readtext.wav,AVPEPUDEA0045,0.9969146251678467,0.7183167338371277,0.9998747110366821,0.9994100332260132,0.7389689087867737,2,3,2,4,3,0.8685739040374756,4,0.49273597758283144,0.43415332598694556
AVPEPUDEA0046_readtext.wav,AVPEPUDEA0046,0.9999779462814331,0.9999744892120361,0.9578363299369812,0.9996826648712158,0.9990543723106384,3,3,2,4,2,0.9958511590957642,3,0.4612205473965658,0.5122484818226625
AVPEPUDEA0047_readtext.wav,AVPEPUDEA0047,0.9999997615814209,0.9999974966049194,0.9999990463256836,0.9999995231628418,0.9999997615814209,1,4,1,2,4,0.9999266862869263,2,0.4855781404273827,0.4855404897170814
AVPEPUDEA0048_readtext.wav,AVPEPUDEA0048,0.8394019603729248,0.6409061551094055,0.9998856782913208,0.7975741624832153,0.8428864479064941,3,3,3,4,2,0.6607916951179504,1,0.37795869006737287,0.37177871406535895
AVPEPUDEA0049_readtext.wav,AVPEPUDEA0049,0.9999998807907104,0.999985933303833,0.9999948740005493,0.9999988079071045,0.9999983310699463,1,0,0,1,1,0.9999963045120239,0,0.5682022391412498,0.5427168398194117
AVPEPUDEA0050_readtext.wav,AVPEPUDEA0050,0.45943719148635864,0.40961363911628723,0.041660889983177185,0.9070703387260437,0.02745659090578556,2,2,2,2,0,0.06021561101078987,4,0.40754786722544206,0.4075522500233361
AVPEPUDEA0051_readtext.wav,AVPEPUDEA0051,0.977517306804657,0.9946550130844116,0.9906628131866455,0.9979875087738037,0.9943088889122009,4,4,4,2,2,0.9999347925186157,3,0.38475930619174176,0.3847227330844659
AVPEPUDEA0052_readtext.wav,AVPEPUDEA0052,0.9997022747993469,0.9999929666519165,0.9629328846931458,0.9890705347061157,0.9988493919372559,2,2,4,2,0,0.9998345375061035,2,0.25218999627646677,0.25219123809418875
AVPEPUDEA0053_readtext.wav,AVPEPUDEA0053,0.9999008178710938,0.9999991655349731,0.03150082007050514,0.9863418936729431,0.9999885559082031,0,2,3,4,1,0.9984796643257141,1,0.746856920856013,0.7592170032044679
AVPEPUDEA0054_readtext.wav,AVPEPUDEA0054,1.3845503417542204e-05,4.524107134784572e-05,4.686718924062916e-08,5.801582574349595e-07,2.723970169427048e-07,2,1,3,4,4,1.0620929060678463e-06,0,0.3321269109247115,0.3321268668272222
AVPEPUDEA0055_readtext.wav,AVPEPUDEA0055,0.8295354247093201,0.8587303757667542,0.7863320708274841,0.999444305896759,0.8769642114639282,0,4,2,3,0,0.9970980882644653,4,0.39930434211266064,0.37795144714149925
AVPEPUDEA0056_readtext.wav,AVPEPUDEA0056,0.9991588592529297,0.9999293088912964,0.9999488592147827,0.9994643330574036,0.9999675750732422,2,3,1,1,1,0.9950582981109619,3,0.42448430396145764,0.42451781330393745
AVPEPUDEA0057_readtext.wav,AVPEPUDEA0057,0.8673359751701355,0.9982144832611084,0.9871100187301636,0.9999001026153564,0.9973242282867432,1,2,0,0,2,0.9990919828414917,2,0.6465092507489892,0.646501149506835
AVPEPUDEA0058_readtext.wav,AVPEPUDEA0058,0.8923678994178772,0.5641918778419495,0.07177291810512543,0.9928373694419861,0.42765405774116516,4,4,4,0,0,0.883892297744751,1,0.3877209127948586,0.3585142068318848
AVPEPUDEA0059_readtext.wav,AVPEPUDEA0059,0.9958772659301758,0.999985933303833,0.9845961928367615,0.9626063704490662,0.9986805319786072,1,2,4,4,3,0.9994188547134399,0,0.3634280241064507,0.3928083227693777
AVPEPUDEAC0001_laura.wav,AVPEPUDEAC0001,0.8545116186141968,0.9947589039802551,0.18676429986953735,0.8053340911865234,0.7234065532684326,0,4,1,3,3,0.23346103727817535,4,0.5001395747619191,0.47769915853459727
AVPEPUDEAC0003_laura.wav,AVPEPUDEAC0003,0.25013864040374756,0.9854623079299927,0.9992460012435913,0.07058905810117722,0.8028162717819214,2,4,3,3,1,0.7821038365364075,3,0.5067835391743282,0.5001600379724159
AVPEPUDEAC0004_laura.wav,AVPEPUDEAC0004,0.3651641607284546,0.4004741609096527,0.9888594150543213,0.999749481678009,0.7710434198379517,2,2,3,0,4,0.7840304374694824,2,0.37148632701103773,0.3542633094298101
AVPEPUDEAC0005_laura.wav,AVPEPUDEAC0005,0.3656790852546692,0.03236225247383118,0.005854160524904728,0.2612946033477783,0.9068800806999207,0,0,2,0,1,0.006567778997123241,1,0.5705777984354882,0.5677869059934472
AVPEPUDEAC0006_laura.wav,AVPEPUDEAC0006,0.4166475236415863,0.01091834157705307,0.0022414769046008587,0.06307578086853027,0.7141297459602356,1,3,1,2,0,0.23252543807029724,0,0.3065270034619565,0.30778266932044274
AVPEPUDEAC0007_laura.wav,AVPEPUDEAC0007,0.008552494458854198,1.1678855571517488e-06,0.0017373708542436361,0.008247120305895805,0.0031724763102829456,1,1,1,1,1,0.21228578686714172,4,0.559973586422169,0.5512773434722937
AVPEPUDEAC0008_laura.wav,AVPEPUDEAC0008,0.9998127818107605,0.9920029640197754,0.01751246117055416,0.9998409748077393,0.9348973035812378,3,2,2,0,1,0.9873129725456238,3,0.5082531599445747,0.4763617807257537
AVPEPUDEAC0010_laura.wav,AVPEPUDEAC0010,0.0007653882494196296,2.2315196474664845e-05,0.0017150618368759751,0.006339603569358587,5.3958265198161826e-05,4,0,2,0,2,0.11687217652797699,2,0.4452054243980684,0.438000392083072
AVPEPUDEAC0011_laura.wav,AVPEPUDEAC0011,0.8854026794433594,0.9997017979621887,0.9999672174453735,0.9904721975326538,0.9778908491134644,1,0,0,4,0,0.3481007218360901,1,0.4816941866725689,0.5002936923195848
AVPEPUDEAC0012_laura.wav,AVPEPUDEAC0012,0.009595983661711216,0.9222798347473145,0.40953993797302246,0.3727792501449585,0.0282277949154377,2,0,1,4,2,0.7618739008903503,0,0.5906048314936986,0.5804850994396872
AVPEPUDEAC0013_laura.wav,AVPEPUDEAC0013,0.9993299245834351,0.9991318583488464,0.6277977228164673,0.880612313747406,0.8196974992752075,4,3,4,3,2,0.9997971653938293,4,0.401822215733005,0.3777828667177879
AVPEPUDEAC0014_laura.wav,AVPEPUDEAC0014,0.00882759876549244,0.9808977246284485,0.0034229822922497988,0.10011627525091171,0.21063435077667236,1,2,1,3,1,0.9971043467521667,3,0.42694166720273086,0.3957831427964727
AVPEPUDEAC0015_laura.wav,AVPEPUDEAC0015,0.0083561260253191,0.043447788804769516,0.001975070917978883,6.47700289846398e-05,0.00018242956139147282,2,2,2,1,4,0.0017740627517923713,2,0.4020506624137536,0.4020388850644633
AVPEPUDEAC0016_laura.wav,AVPEPUDEAC0016,0.020947003737092018,0.009898385964334011,0.2184354066848755,0.09664341062307358,0.0038617050740867853,0,4,2,3,3,0.0023618012201040983,1,0.5105781658463213,0.5313018612732953
AVPEPUDEAC0017_laura.wav,AVPEPUDEAC0017,0.8494408130645752,0.7528246641159058,0.8745054006576538,0.739597737789154,0.9316627979278564,0,2,3,3,0,0.013438043184578419,0,0.47796856282811234,0.44693249727168166
AVPEPUDEAC0018_laura.wav,AVPEPUDEAC0018,8.219883602578193e-05,0.0007962021045386791,0.00016527995467185974,0.0010749880457296968,0.00011361737415427342,3,0,0,0,4,0.007536690216511488,4,0.468970414138188,0.4380166296180551
