level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
5	5	0	0	3	2	132.63	107.12	20.17	8.02	100	2021.
4	5	0	0	4	0	58.908000	117.526781	240.420998	8.015962	-1	###LINE###
5	5	0	0	4	0	58.91	117.53	10.45	8.02	100	[3]
5	5	0	0	4	1	74.34	117.53	20.08	8.02	100	Erfan
5	5	0	0	4	2	96.67	117.53	34.85	8.02	100	Loweimi,
5	5	0	0	4	3	133.76	117.53	18.67	8.02	100	Sofia
5	5	0	0	4	4	154.68	117.53	8.57	8.02	100	de
5	5	0	0	4	5	165.50	117.53	6.56	8.02	100	la
5	5	0	0	4	6	174.31	117.53	24.72	8.02	100	Fuente
5	5	0	0	4	7	201.28	117.53	26.48	8.02	100	Garcia,
5	5	0	0	4	8	230.00	117.53	13.12	8.02	100	and
5	5	0	0	4	9	245.36	117.53	35.32	8.02	100	Saturnino
5	5	0	0	4	10	282.93	117.53	16.39	8.02	100	Luz,
4	5	0	0	5	0	73.152000	127.937781	225.941982	8.015962	-1	###LINE###
5	5	0	0	5	0	73.15	127.94	38.07	8.02	100	“Zero-shot
5	5	0	0	5	1	112.92	127.94	46.84	8.02	100	speech-based
5	5	0	0	5	2	161.47	127.94	37.58	8.02	100	depression
5	5	0	0	5	3	200.75	127.94	12.69	8.02	100	and
5	5	0	0	5	4	215.14	127.94	25.87	8.02	100	anxiety
5	5	0	0	5	5	242.72	127.94	39.05	8.02	100	assessment
5	5	0	0	5	6	283.47	127.94	15.62	8.02	100	with
4	5	0	0	6	0	74.344000	138.348781	177.542800	8.015962	-1	###LINE###
5	5	0	0	6	0	74.34	138.35	28.01	8.02	100	LLMs,”
5	5	0	0	6	1	105.58	138.35	6.98	8.02	100	in
5	5	0	0	6	2	114.80	138.44	19.27	7.72	100	Proc.
5	5	0	0	6	3	136.31	138.44	43.85	7.72	100	Interspeech,
5	5	0	0	6	4	182.40	138.35	20.17	8.02	100	2025,
5	5	0	0	6	5	204.81	138.35	11.21	8.02	100	pp.
5	5	0	0	6	6	218.26	138.35	33.62	8.02	100	489-493.
4	5	0	0	7	0	58.908000	148.759781	239.451462	8.015962	-1	###LINE###
5	5	0	0	7	0	58.91	148.76	10.45	8.02	100	[4]
5	5	0	0	7	1	74.34	148.76	18.29	8.02	100	Sejal
5	5	0	0	7	2	95.35	148.76	23.88	8.02	100	Bhalla
5	5	0	0	7	3	121.95	148.76	6.60	8.02	100	et
5	5	0	0	7	4	131.27	148.76	11.17	8.02	100	al.,
5	5	0	0	7	5	147.30	148.76	44.19	8.02	100	“SpeechDx:
5	5	0	0	7	6	195.21	148.76	6.60	8.02	100	A
5	5	0	0	7	7	204.53	148.76	37.10	8.02	100	multi-task
5	5	0	0	7	8	244.34	148.76	40.63	8.02	100	benchmark
5	5	0	0	7	9	287.70	148.76	10.66	8.02	100	for
4	5	0	0	8	0	74.344000	159.170781	163.716600	8.015962	-1	###LINE###
5	5	0	0	8	0	74.34	159.17	26.40	8.02	100	clinical
5	5	0	0	8	1	102.98	159.17	24.40	8.02	100	speech
5	5	0	0	8	2	129.62	159.17	15.05	8.02	100	AI,”
5	5	0	0	8	3	147.90	159.26	67.74	7.72	100	arXiv:2606.17339,
5	5	0	0	8	4	217.89	159.17	20.17	8.02	100	2026.
4	5	0	0	9	0	58.908000	169.581781	239.295283	8.015962	-1	###LINE###
5	5	0	0	9	0	58.91	169.58	10.45	8.02	100	[5]
5	5	0	0	9	1	74.35	169.58	34.86	8.02	100	Zhongren
5	5	0	0	9	2	111.46	169.58	19.92	8.02	100	Dong
5	5	0	0	9	3	133.63	169.58	6.47	8.02	100	et
5	5	0	0	9	4	142.35	169.58	10.96	8.02	100	al.,
5	5	0	0	9	5	156.57	169.58	44.70	8.02	100	“Foundation
5	5	0	0	9	6	203.51	169.58	45.82	8.02	100	model-based
5	5	0	0	9	7	251.58	169.58	36.91	8.02	100	evaluation
5	5	0	0	9	8	290.73	169.58	7.47	8.02	100	of
4	5	0	0	10	0	74.344000	179.992781	224.986200	8.015962	-1	###LINE###
5	5	0	0	10	0	74.34	179.99	60.24	8.02	100	neuropsychiatric
5	5	0	0	10	1	136.81	179.99	35.65	8.02	100	disorders:
5	5	0	0	10	2	175.23	179.99	6.53	8.02	100	A
5	5	0	0	10	3	183.99	179.99	66.16	8.02	100	lifespan-inclusive,
5	5	0	0	10	4	252.38	179.99	46.95	8.02	100	multi-modal,
4	5	0	0	11	0	74.344000	190.403781	224.981432	8.015962	-1	###LINE###
5	5	0	0	11	0	74.34	190.40	13.21	8.02	100	and
5	5	0	0	11	1	89.86	190.40	47.77	8.02	100	multi-lingual
5	5	0	0	11	2	139.93	190.40	24.96	8.02	100	study,”
5	5	0	0	11	3	168.34	190.49	19.81	7.72	100	IEEE
5	5	0	0	11	4	190.45	190.49	6.13	7.72	100	J.
5	5	0	0	11	5	198.88	190.49	13.46	7.72	100	Sel.
5	5	0	0	11	6	214.65	190.49	23.57	7.72	100	Topics
5	5	0	0	11	7	240.52	190.49	23.38	7.72	100	Signal
5	5	0	0	11	8	266.20	190.49	33.12	7.72	100	Process.,
4	5	0	0	12	0	74.120000	200.814781	121.118131	8.015962	-1	###LINE###
5	5	0	0	12	0	74.12	200.81	13.52	8.02	100	vol.
5	5	0	0	12	1	89.88	200.81	11.21	8.02	100	19,
5	5	0	0	12	2	103.33	200.81	11.21	8.02	100	no.
5	5	0	0	12	3	116.78	200.81	6.72	8.02	100	5,
5	5	0	0	12	4	125.75	200.81	11.21	8.02	100	pp.
5	5	0	0	12	5	139.20	200.81	33.62	8.02	100	796-809,
5	5	0	0	12	6	175.06	200.81	20.17	8.02	100	2025.
4	5	0	0	13	0	58.908000	211.225781	240.789249	8.015962	-1	###LINE###
5	5	0	0	13	0	58.91	211.23	10.45	8.02	100	[6]
5	5	0	0	13	1	74.34	211.23	21.48	8.02	100	Jingyi
5	5	0	0	13	2	97.85	211.23	18.55	8.02	100	Chen
5	5	0	0	13	3	118.42	211.23	6.34	8.02	100	et
5	5	0	0	13	4	126.79	211.23	10.74	8.02	100	al.,
5	5	0	0	13	5	140.33	211.23	14.64	8.02	100	“Do
5	5	0	0	13	6	156.99	211.23	19.52	8.02	100	audio
5	5	0	0	13	7	178.54	211.23	21.97	8.02	100	LLMs
5	5	0	0	13	8	202.53	211.23	20.01	8.02	100	really
5	5	0	0	13	9	224.56	211.23	32.46	8.02	100	LISTEN,
5	5	0	0	13	10	259.04	211.23	7.32	8.02	100	or
5	5	0	0	13	11	268.38	211.23	12.70	8.02	100	just
5	5	0	0	13	12	283.11	211.23	16.59	8.02	100	tran-
4	5	0	0	14	0	74.344000	221.636781	225.452578	8.015962	-1	###LINE###
5	5	0	0	14	0	74.34	221.64	25.75	8.02	100	scribe?
5	5	0	0	14	1	102.87	221.64	38.89	8.02	100	Measuring
5	5	0	0	14	2	143.98	221.64	24.11	8.02	100	lexical
5	5	0	0	14	3	170.32	221.64	10.36	8.02	100	vs.
5	5	0	0	14	4	182.90	221.64	29.79	8.02	100	acoustic
5	5	0	0	14	5	214.92	221.64	29.80	8.02	100	emotion
5	5	0	0	14	6	246.95	221.64	16.16	8.02	100	cues
5	5	0	0	14	7	265.35	221.64	34.45	8.02	100	reliance,”
4	5	0	0	15	0	74.344000	232.047781	135.321200	8.015962	-1	###LINE###
5	5	0	0	15	0	74.34	232.05	6.98	8.02	100	in
5	5	0	0	15	1	83.56	232.14	19.27	7.72	100	Proc.
5	5	0	0	15	2	105.07	232.14	23.90	7.72	100	EACL,
5	5	0	0	15	3	131.21	232.05	20.17	8.02	100	2026,
5	5	0	0	15	4	153.63	232.05	11.21	8.02	100	pp.
5	5	0	0	15	5	167.07	232.05	42.59	8.02	100	5848-5877.
4	5	0	0	16	0	58.908000	242.457781	240.421483	8.015962	-1	###LINE###
5	5	0	0	16	0	58.91	242.46	10.45	8.02	100	[7]
5	5	0	0	16	1	74.34	242.46	30.81	8.02	100	Jiacheng
5	5	0	0	16	2	107.39	242.46	19.68	8.02	100	Pang,
5	5	0	0	16	3	129.31	242.46	33.27	8.02	100	Ashutosh
5	5	0	0	16	4	164.82	242.46	32.79	8.02	100	Chaubey,
5	5	0	0	16	5	199.84	242.46	12.71	8.02	100	and
5	5	0	0	16	6	214.79	242.46	42.55	8.02	100	Mohammad
5	5	0	0	16	7	259.59	242.46	39.74	8.02	100	Soleymani,
4	5	0	0	17	0	73.152000	252.868781	225.048929	8.015962	-1	###LINE###
5	5	0	0	17	0	73.15	252.87	15.24	8.02	100	“Do
5	5	0	0	17	1	91.84	252.87	20.32	8.02	100	audio
5	5	0	0	17	2	115.61	252.87	22.86	8.02	100	LLMs
5	5	0	0	17	3	141.92	252.87	19.82	8.02	100	listen
5	5	0	0	17	4	165.18	252.87	7.62	8.02	100	or
5	5	0	0	17	5	176.24	252.87	19.80	8.02	100	read?
5	5	0	0	17	6	202.45	252.87	38.10	8.02	100	Analyzing
5	5	0	0	17	7	243.99	252.87	13.21	8.02	100	and
5	5	0	0	17	8	260.64	252.87	37.56	8.02	100	mitigating
4	5	0	0	18	0	74.344000	263.279781	225.311654	8.015962	-1	###LINE###
5	5	0	0	18	0	74.34	263.28	48.32	8.02	100	paralinguistic
5	5	0	0	18	1	124.91	263.28	26.53	8.02	100	failures
5	5	0	0	18	2	153.68	263.28	15.78	8.02	100	with
5	5	0	0	18	3	171.70	263.28	48.62	8.02	100	VoxParadox,”
5	5	0	0	18	4	223.55	263.28	6.91	8.02	100	in
5	5	0	0	18	5	232.70	263.37	19.07	7.72	100	Proc.
5	5	0	0	18	6	254.01	263.37	23.43	7.72	100	ICML,
5	5	0	0	18	7	279.68	263.28	19.97	8.02	100	2026.
4	5	0	0	19	0	58.908000	273.690781	92.598507	8.015962	-1	###LINE###
5	5	0	0	19	0	58.91	273.69	10.45	8.02	100	[8]
5	5	0	0	19	1	74.34	273.69	24.40	8.02	100	Yunfei
5	5	0	0	19	2	105.32	273.69	15.25	8.02	100	Chu
5	5	0	0	19	3	127.14	273.69	6.60	8.02	100	et
5	5	0	0	19	4	140.33	273.69	11.18	8.02	100	al.,
4	5	0	0	20	0	169.688214	273.690781	130.116272	8.015962	-1	###LINE###
5	5	0	0	20	0	169.69	273.69	56.38	8.02	100	“Qwen2-Audio
5	5	0	0	20	1	232.65	273.69	33.02	8.02	100	technical
5	5	0	0	20	2	272.24	273.69	27.57	8.02	100	report,”
4	5	0	0	21	0	74.344000	284.101781	90.156600	8.015962	-1	###LINE###
5	5	0	0	21	0	74.34	284.19	67.74	7.72	100	arXiv:2407.10759,
5	5	0	0	21	1	144.33	284.10	20.17	8.02	100	2024.
4	5	0	0	22	0	58.908000	294.512781	79.401222	8.015962	-1	###LINE###
5	5	0	0	22	0	58.91	294.51	10.45	8.02	100	[9]
5	5	0	0	22	1	74.34	294.51	10.67	8.02	100	Jin
5	5	0	0	22	2	93.13	294.51	11.18	8.02	100	Xu
5	5	0	0	22	3	112.42	294.51	6.60	8.02	100	et
5	5	0	0	22	4	127.13	294.51	11.18	8.02	100	al.,
4	5	0	0	23	0	161.786305	294.512781	138.018181	8.015962	-1	###LINE###
5	5	0	0	23	0	161.79	294.51	61.21	8.02	100	“Qwen2.5-Omni
5	5	0	0	23	1	231.11	294.51	33.02	8.02	100	technical
5	5	0	0	23	2	272.24	294.51	27.57	8.02	100	report,”
4	5	0	0	24	0	74.344000	304.923781	90.156600	8.015962	-1	###LINE###
5	5	0	0	24	0	74.34	305.01	67.74	7.72	100	arXiv:2503.20215,
5	5	0	0	24	1	144.33	304.92	20.17	8.02	100	2025.
4	5	0	0	25	0	54.425000	315.334781	86.316985	8.015962	-1	###LINE###
5	5	0	0	25	0	54.43	315.33	14.94	8.02	100	[10]
5	5	0	0	25	1	74.34	315.33	10.67	8.02	100	Jin
5	5	0	0	25	2	93.94	315.33	11.18	8.02	100	Xu
5	5	0	0	25	3	114.05	315.33	6.60	8.02	100	et
5	5	0	0	25	4	129.57	315.33	11.18	8.02	100	al.,
4	5	0	0	26	0	167.026808	315.334781	132.777679	8.015962	-1	###LINE###
5	5	0	0	26	0	167.03	315.33	54.35	8.02	100	“Qwen3-Omni
5	5	0	0	26	1	230.31	315.33	33.02	8.02	100	technical
5	5	0	0	26	2	272.24	315.33	27.57	8.02	100	report,”
4	5	0	0	27	0	74.344000	325.745781	90.156600	8.015962	-1	###LINE###
5	5	0	0	27	0	74.34	325.84	67.74	7.72	100	arXiv:2509.17765,
5	5	0	0	27	1	144.33	325.75	20.17	8.02	100	2025.
4	5	0	0	28	0	54.425000	336.156781	243.778984	8.015962	-1	###LINE###
5	5	0	0	28	0	54.43	336.16	14.94	8.02	100	[11]
5	5	0	0	28	1	74.34	336.16	25.26	8.02	100	Sreyan
5	5	0	0	28	2	101.98	336.16	23.88	8.02	100	Ghosh
5	5	0	0	28	3	128.24	336.16	6.60	8.02	100	et
5	5	0	0	28	4	137.22	336.16	11.18	8.02	100	al.,
5	5	0	0	28	5	152.08	336.16	26.21	8.02	100	“Audio
5	5	0	0	28	6	180.66	336.16	35.06	8.02	100	Flamingo
5	5	0	0	28	7	218.11	336.16	7.12	8.02	100	2:
5	5	0	0	28	8	228.27	336.16	11.18	8.02	100	An
5	5	0	0	28	9	241.82	336.16	56.38	8.02	100	audio-language
4	5	0	0	29	0	74.344000	346.567781	225.353249	8.015962	-1	###LINE###
5	5	0	0	29	0	74.34	346.57	21.97	8.02	100	model
5	5	0	0	29	1	98.47	346.57	15.62	8.02	100	with
5	5	0	0	29	2	116.25	346.57	38.07	8.02	100	long-audio
5	5	0	0	29	3	156.49	346.57	49.79	8.02	100	understanding
5	5	0	0	29	4	208.43	346.57	12.69	8.02	100	and
5	5	0	0	29	5	223.28	346.57	21.83	8.02	100	expert
5	5	0	0	29	6	247.26	346.57	34.16	8.02	100	reasoning
5	5	0	0	29	7	283.59	346.57	16.11	8.02	100	abil-
4	5	0	0	30	0	74.344000	356.978781	167.823600	8.015962	-1	###LINE###
5	5	0	0	30	0	74.34	356.98	20.54	8.02	100	ities,”
5	5	0	0	30	1	98.11	356.98	6.98	8.02	100	in
5	5	0	0	30	2	107.33	357.07	19.27	7.72	100	Proc.
5	5	0	0	30	3	128.84	357.07	23.66	7.72	100	ICML,
5	5	0	0	30	4	154.75	356.98	20.17	8.02	100	2025,
5	5	0	0	30	5	177.16	356.98	11.21	8.02	100	pp.
5	5	0	0	30	6	190.61	356.98	51.56	8.02	100	19358-19405.
4	5	0	0	31	0	54.425000	367.389781	243.778984	8.015962	-1	###LINE###
5	5	0	0	31	0	54.43	367.39	14.94	8.02	100	[12]
5	5	0	0	31	1	74.34	367.39	24.89	8.02	100	Arushi
5	5	0	0	31	2	102.76	367.39	17.78	8.02	100	Goel
5	5	0	0	31	3	124.05	367.39	6.60	8.02	100	et
5	5	0	0	31	4	134.18	367.39	11.18	8.02	100	al.,
5	5	0	0	31	5	152.99	367.39	26.93	8.02	100	“Audio
5	5	0	0	31	6	183.43	367.39	35.06	8.02	100	Flamingo
5	5	0	0	31	7	222.01	367.39	7.12	8.02	100	3:
5	5	0	0	31	8	234.46	367.39	39.90	8.02	100	Advancing
5	5	0	0	31	9	277.88	367.39	20.32	8.02	100	audio
4	5	0	0	32	0	74.344000	377.799781	223.859984	8.015962	-1	###LINE###
5	5	0	0	32	0	74.34	377.80	42.67	8.02	100	intelligence
5	5	0	0	32	1	119.29	377.80	16.26	8.02	100	with
5	5	0	0	32	2	137.81	377.80	17.28	8.02	100	fully
5	5	0	0	32	3	157.35	377.80	17.78	8.02	100	open
5	5	0	0	32	4	177.39	377.80	18.13	8.02	100	large
5	5	0	0	32	5	197.77	377.80	20.32	8.02	100	audio
5	5	0	0	32	6	220.36	377.80	33.02	8.02	100	language
5	5	0	0	32	7	255.64	377.80	32.15	8.02	100	models,”
5	5	0	0	32	8	291.09	377.80	7.12	8.02	100	in
4	5	0	0	33	0	74.066000	388.210781	77.048600	8.015962	-1	###LINE###
5	5	0	0	33	0	74.07	388.30	19.27	7.72	100	Proc.
5	5	0	0	33	1	95.58	388.30	33.12	7.72	100	NeurIPS,
5	5	0	0	33	2	130.94	388.21	20.17	8.02	100	2025.
4	5	0	0	34	0	54.425000	398.621781	99.358793	8.015962	-1	###LINE###
5	5	0	0	34	0	54.43	398.62	14.94	8.02	100	[13]
5	5	0	0	34	1	74.34	398.62	18.80	8.02	100	Kimi
5	5	0	0	34	2	100.70	398.62	20.19	8.02	100	Team
5	5	0	0	34	3	128.45	398.62	6.60	8.02	100	et
5	5	0	0	34	4	142.61	398.62	11.18	8.02	100	al.,
4	5	0	0	35	0	175.340274	398.621781	124.464212	8.015962	-1	###LINE###
5	5	0	0	35	0	175.34	398.62	48.77	8.02	100	“Kimi-Audio
5	5	0	0	35	1	231.67	398.62	33.02	8.02	100	technical
5	5	0	0	35	2	272.24	398.62	27.57	8.02	100	report,”
4	5	0	0	36	0	74.344000	409.032781	90.156600	8.015962	-1	###LINE###
5	5	0	0	36	0	74.34	409.12	67.74	7.72	100	arXiv:2504.18425,
5	5	0	0	36	1	144.33	409.03	20.17	8.02	100	2025.
4	5	0	0	37	0	54.425000	419.443781	245.265219	8.015962	-1	###LINE###
5	5	0	0	37	0	54.43	419.44	14.94	8.02	100	[14]
5	5	0	0	37	1	74.34	419.44	16.34	8.02	100	Juan
5	5	0	0	37	2	92.92	419.44	23.17	8.02	100	Rafael
5	5	0	0	37	3	118.32	419.44	62.45	8.02	100	Orozco-Arroyave
5	5	0	0	37	4	183.01	419.44	6.43	8.02	100	et
5	5	0	0	37	5	191.68	419.44	10.89	8.02	100	al.,
5	5	0	0	37	6	205.78	419.44	20.56	8.02	100	“New
5	5	0	0	37	7	228.58	419.44	28.23	8.02	100	Spanish
5	5	0	0	37	8	259.04	419.44	24.25	8.02	100	speech
5	5	0	0	37	9	285.52	419.44	14.17	8.02	100	cor-
4	5	0	0	38	0	74.344000	429.854781	225.350738	8.015962	-1	###LINE###
5	5	0	0	38	0	74.34	429.85	12.70	8.02	100	pus
5	5	0	0	38	1	89.32	429.85	31.49	8.02	100	database
5	5	0	0	38	2	123.09	429.85	10.66	8.02	100	for
5	5	0	0	38	3	136.03	429.85	11.18	8.02	100	the
5	5	0	0	38	4	149.49	429.85	29.47	8.02	100	analysis
5	5	0	0	38	5	181.23	429.85	7.62	8.02	100	of
5	5	0	0	38	6	191.13	429.85	24.38	8.02	100	people
5	5	0	0	38	7	217.79	429.85	32.79	8.02	100	suffering
5	5	0	0	38	8	252.85	429.85	17.78	8.02	100	from
5	5	0	0	38	9	272.91	429.85	26.79	8.02	100	Parkin-
4	5	0	0	39	0	74.344000	440.265781	182.016800	8.015962	-1	###LINE###
5	5	0	0	39	0	74.34	440.27	18.43	8.02	100	son’s
5	5	0	0	39	1	95.02	440.27	31.49	8.02	100	disease,”
5	5	0	0	39	2	129.74	440.27	6.98	8.02	100	in
5	5	0	0	39	3	138.96	440.36	19.27	7.72	100	Proc.
5	5	0	0	39	4	160.47	440.36	24.16	7.72	100	LREC,
5	5	0	0	39	5	186.87	440.27	20.17	8.02	100	2014,
5	5	0	0	39	6	209.29	440.27	11.21	8.02	100	pp.
5	5	0	0	39	7	222.74	440.27	33.62	8.02	100	342-347.
4	5	0	0	40	0	54.425000	450.676781	243.779026	8.015962	-1	###LINE###
5	5	0	0	40	0	54.43	450.68	14.94	8.02	100	[15]
5	5	0	0	40	1	74.34	450.68	27.43	8.02	100	Janaı́na
5	5	0	0	40	2	105.27	450.68	66.54	8.02	100	Mendes-Laureano
5	5	0	0	40	3	175.31	450.68	6.60	8.02	100	et
5	5	0	0	40	4	185.43	450.68	11.18	8.02	100	al.,
5	5	0	0	40	5	204.19	450.68	43.54	8.02	100	“NeuroVoz:
5	5	0	0	40	6	253.03	450.68	6.60	8.02	100	A
5	5	0	0	40	7	263.14	450.68	35.06	8.02	100	Castillian
4	5	0	0	41	0	74.344000	461.087781	225.431134	8.015962	-1	###LINE###
5	5	0	0	41	0	74.34	461.09	28.25	8.02	100	Spanish
5	5	0	0	41	1	104.83	461.09	23.78	8.02	100	corpus
5	5	0	0	41	2	130.84	461.09	7.43	8.02	100	of
5	5	0	0	41	3	140.52	461.09	46.08	8.02	100	parkinsonian
5	5	0	0	41	4	188.83	461.09	29.83	8.02	100	speech,”
5	5	0	0	41	5	221.88	461.18	13.13	7.72	100	Sci.
5	5	0	0	41	6	237.24	461.18	20.07	7.72	100	Data,
5	5	0	0	41	7	259.55	461.09	13.45	8.02	100	vol.
5	5	0	0	41	8	275.23	461.09	11.15	8.02	100	11,
5	5	0	0	41	9	288.62	461.09	11.15	8.02	100	no.
4	5	0	0	42	0	73.672000	471.498781	65.006400	8.015962	-1	###LINE###
5	5	0	0	42	0	73.67	471.50	6.72	8.02	100	1,
5	5	0	0	42	1	82.64	471.50	11.21	8.02	100	pp.
5	5	0	0	42	2	96.09	471.50	20.17	8.02	100	1367,
5	5	0	0	42	3	118.50	471.50	20.17	8.02	100	2024.
4	5	0	0	43	0	54.425000	481.909781	245.272249	8.015962	-1	###LINE###
5	5	0	0	43	0	54.42	481.91	14.94	8.02	100	[16]
5	5	0	0	43	1	74.34	481.91	22.93	8.02	100	Hagen
5	5	0	0	43	2	99.13	481.91	24.15	8.02	100	Jaeger,
5	5	0	0	43	3	125.21	481.91	24.97	8.02	100	Dhaval
5	5	0	0	43	4	152.04	481.91	27.40	8.02	100	Trivedi,
5	5	0	0	43	5	181.37	481.91	12.69	8.02	100	and
5	5	0	0	43	6	195.91	481.91	28.80	8.02	100	Michael
5	5	0	0	43	7	226.56	481.91	51.62	8.02	100	Stadtschnitzer,
5	5	0	0	43	8	280.66	481.91	19.03	8.02	100	“Mo-
4	5	0	0	44	0	74.344000	492.320781	225.353249	8.015962	-1	###LINE###
5	5	0	0	44	0	74.34	492.32	13.18	8.02	100	bile
5	5	0	0	44	1	89.70	492.32	22.71	8.02	100	device
5	5	0	0	44	2	114.57	492.32	18.86	8.02	100	voice
5	5	0	0	44	3	135.60	492.32	37.09	8.02	100	recordings
5	5	0	0	44	4	174.85	492.32	6.34	8.02	100	at
5	5	0	0	44	5	183.37	492.32	23.43	8.02	100	King’s
5	5	0	0	44	6	208.96	492.32	27.20	8.02	100	College
5	5	0	0	44	7	238.34	492.32	27.34	8.02	100	London
5	5	0	0	44	8	267.84	492.32	31.86	8.02	100	(MDVR-
4	5	0	0	45	0	74.344000	502.731781	223.859446	8.015962	-1	###LINE###
5	5	0	0	45	0	74.34	502.73	20.50	8.02	100	KCL)
5	5	0	0	45	1	96.58	502.73	17.08	8.02	100	from
5	5	0	0	45	2	115.40	502.73	15.62	8.02	100	both
5	5	0	0	45	3	132.75	502.73	17.57	8.02	100	early
5	5	0	0	45	4	152.05	502.73	12.69	8.02	100	and
5	5	0	0	45	5	166.47	502.73	32.96	8.02	100	advanced
5	5	0	0	45	6	201.16	502.73	40.87	8.02	100	Parkinson’s
5	5	0	0	45	7	243.76	502.73	25.38	8.02	100	disease
5	5	0	0	45	8	270.87	502.73	27.34	8.02	100	patients
4	5	0	0	46	0	74.344000	513.142781	224.984909	8.015962	-1	###LINE###
5	5	0	0	46	0	74.34	513.14	13.21	8.02	100	and
5	5	0	0	46	1	90.02	513.14	26.88	8.02	100	healthy
5	5	0	0	46	2	119.37	513.14	35.18	8.02	100	controls,”
5	5	0	0	46	3	157.09	513.14	30.23	8.02	100	Zenodo,
5	5	0	0	46	4	189.84	513.14	109.49	8.02	100	doi:10.5281/zenodo.2867216,
4	5	0	0	47	0	74.344000	523.552781	20.174400	8.015962	-1	###LINE###
5	5	0	0	47	0	74.34	523.55	20.17	8.02	100	2019.
4	5	0	0	48	0	54.425000	533.963781	245.026713	8.015962	-1	###LINE###
5	5	0	0	48	0	54.43	533.96	14.94	8.02	100	[17]
5	5	0	0	48	1	74.34	533.96	24.56	8.02	100	Fabien
5	5	0	0	48	2	101.14	533.96	32.32	8.02	100	Ringeval
5	5	0	0	48	3	135.69	533.96	6.55	8.02	100	et
5	5	0	0	48	4	144.47	533.96	11.09	8.02	100	al.,
5	5	0	0	48	5	158.77	533.96	27.51	8.02	100	“AVEC
5	5	0	0	48	6	188.51	533.96	18.15	8.02	100	2019
5	5	0	0	48	7	208.89	533.96	35.70	8.02	100	workshop
5	5	0	0	48	8	246.82	533.96	13.10	8.02	100	and
5	5	0	0	48	9	262.16	533.96	37.29	8.02	100	challenge:
4	5	0	0	49	0	74.344000	544.374781	223.857976	8.015962	-1	###LINE###
5	5	0	0	49	0	74.34	544.37	51.48	8.02	100	State-of-mind,
5	5	0	0	49	1	128.08	544.37	32.51	8.02	100	detecting
5	5	0	0	49	2	162.84	544.37	37.93	8.02	100	depression
5	5	0	0	49	3	203.02	544.37	15.77	8.02	100	with
5	5	0	0	49	4	221.05	544.37	11.57	8.02	100	AI,
5	5	0	0	49	5	234.88	544.37	12.81	8.02	100	and
5	5	0	0	49	6	249.93	544.37	48.27	8.02	100	cross-cultural
4	5	0	0	50	0	74.344000	554.785781	223.860084	8.015962	-1	###LINE###
