pid,fold,seed,p_yes,answer_mass,audio_tok
377,3,1,0.021125193685293198,0.9962191991508007,21097
378,2,1,0.012821214273571968,0.9984546694904566,10802
379,1,1,0.010489091277122498,0.9952868446707726,17722
380,0,1,0.027169233188033104,0.9598566964268684,22500
381,4,1,0.05964694544672966,0.9936991482973099,12525
382,3,1,0.008187909610569477,0.9991672514006495,9120
383,2,1,0.031618766486644745,0.9947141408920288,22500
384,1,1,0.27202457189559937,0.9915648102760315,12392
385,0,1,0.05033063143491745,0.9977908879518509,2008
386,4,1,0.14608724415302277,0.9928318560123444,22500
387,3,1,0.014063626527786255,0.9980140272527933,5260
388,2,1,0.6992543935775757,0.9980193674564362,4257
389,1,1,0.01897803694009781,0.9968081563711166,5247
390,0,1,0.6959583163261414,0.9956596940755844,14245
391,4,1,0.7981867790222168,0.995928943157196,6172
392,3,1,0.02595735713839531,0.9965811371803284,6450
393,2,1,0.011869121342897415,0.9986866563558578,5647
395,1,1,0.014957087114453316,0.9911726899445057,22500
396,0,1,0.03358950465917587,0.9964552372694016,9742
397,4,1,0.03963884338736534,0.9957190528512001,22500
399,3,1,0.02080448903143406,0.9962337575852871,9252
400,2,1,0.028870906680822372,0.9974301941692829,11972
401,1,1,0.00806199200451374,0.9947261568158865,11352
402,0,1,0.3849121630191803,0.9962309300899506,11575
403,4,1,0.013636834919452667,0.9961145166307688,22500
404,3,1,0.020332353189587593,0.9952093362808228,22500
405,2,1,0.4073334336280823,0.9950843453407288,22500
406,1,1,0.01098694372922182,0.9918945301324129,22500
407,0,1,0.05184547230601311,0.9849811941385269,22500
408,4,1,0.013020489364862442,0.9979758765548468,9315
409,3,1,0.38861799240112305,0.9911126792430878,17960
410,2,1,0.01243165135383606,0.9987125881016254,15242
411,1,1,0.00712142838165164,0.992432152852416,22500
412,0,1,0.1755380630493164,0.966815710067749,22500
413,4,1,0.049958523362874985,0.9939777329564095,14905
414,3,1,0.5195213556289673,0.9952003955841064,13970
415,2,1,0.013222822919487953,0.9984937366098166,9910
416,1,1,0.01098694372922182,0.997106771916151,12332
417,0,1,0.04084571823477745,0.9937764629721642,11287
418,4,1,0.048136770725250244,0.9958119243383408,15172
419,3,1,0.013848611153662205,0.99788629822433,16242
420,2,1,0.05184547230601311,0.9958906769752502,10097
421,1,1,0.46101680397987366,0.994668036699295,10270
422,0,1,0.4804786741733551,0.9375181645154953,20102
423,4,1,0.034100428223609924,0.9957837983965874,11982
424,3,1,0.0427221953868866,0.9961995705962181,22500
425,2,1,0.6926419734954834,0.9934329837560654,22500
426,1,1,0.016657039523124695,0.9832693785429001,22500
427,0,1,0.3073580265045166,0.9967674612998962,8940
428,4,1,0.02517884224653244,0.9976118318736553,6475
429,3,1,0.021287351846694946,0.9961251430213451,10242
430,2,1,0.18713268637657166,0.9940493106842041,22500
431,1,1,0.00912563782185316,0.9982505906373262,8770
432,0,1,0.052618954330682755,0.9968299493193626,10387
433,4,1,0.015306354500353336,0.9982919935137033,8512
434,3,1,0.03358950465917587,0.9972132667899132,21610
435,2,1,0.8031737804412842,0.9980665594339371,12510
436,1,1,0.015543648041784763,0.9873613156378269,22500
437,0,1,0.017442483454942703,0.9984543733298779,12147
438,4,1,0.03567855432629585,0.9949946403503418,22500
439,3,1,0.019419347867369652,0.9971271194517612,22500
440,2,1,0.01798621006309986,0.998484281823039,18115
441,1,1,0.0384661927819252,0.9961637184023857,8092
442,0,1,0.29098084568977356,0.9799804091453552,22500
443,4,1,0.05665242671966553,0.9960807412862778,4835
444,3,1,0.013848611153662205,0.9970727022737265,22500
445,2,1,0.24508501589298248,0.9960690438747406,9015
446,1,1,0.011244560591876507,0.9971072841435671,16625
447,0,1,0.013636834919452667,0.9978057127445936,11550
448,4,1,0.17328819632530212,0.9932204186916351,22500
449,3,1,0.014392335899174213,0.9946058019995689,22500
450,2,1,0.9273632764816284,0.9980467669665813,19685
451,1,1,0.008985428139567375,0.9965278543531895,17142
452,0,1,0.019870713353157043,0.9678920544683933,22500
453,4,1,0.0120537793263793,0.9950084164738655,22500
454,3,1,0.014063626527786255,0.996857114136219,22500
455,2,1,0.0037072531413286924,0.998886258341372,22500
456,1,1,0.008711383678019047,0.9975273907184601,12717
457,0,1,0.027585284784436226,0.9929201677441597,22500
458,4,1,0.024423090741038322,0.9971376396715641,14507
459,3,1,0.3923368453979492,0.9904487431049347,9615
461,2,1,0.4148988127708435,0.9880850911140442,22500
462,1,1,0.014503580518066883,0.9926759991794825,22500
463,0,1,0.023689471185207367,0.9975505694746971,9670
464,4,1,0.03963884338736534,0.9968593567609787,16467
465,3,1,0.019870713353157043,0.9949382804334164,22500
466,2,1,0.11436852067708969,0.9908459484577179,22500
467,1,1,0.0035380860790610313,0.9978801067918539,9142
468,0,1,0.01615283451974392,0.9921320341527462,22500
469,4,1,0.16667540371418,0.993357390165329,15985
470,3,1,0.05582313984632492,0.9928173422813416,22500
471,2,1,0.04146227240562439,0.9953678920865059,22500
472,1,1,0.004101929254829884,0.997990726493299,9945
473,0,1,0.020964238792657852,0.9988328013569117,2527
474,4,1,0.01342825498431921,0.9956729058176279,22500
475,3,1,0.015189049765467644,0.9981484115123749,5615
476,2,1,0.007345826365053654,0.9967700000852346,19640
477,1,1,0.008847354911267757,0.9944422021508217,20740
478,0,1,0.034618839621543884,0.9868165552616119,22500
479,4,1,0.17781086266040802,0.9950529038906097,6400
480,3,1,0.013848611153662205,0.9945281594991684,22500
481,2,1,0.11436852067708969,0.9959840476512909,16407
482,1,1,0.010013571009039879,0.9875569865107536,22500
483,0,1,0.36658975481987,0.9872022867202759,22500
484,4,1,0.13846179842948914,0.9949278235435486,14340
485,3,1,0.08756384998559952,0.9972119927406311,5310
486,2,1,0.01065251138061285,0.9985449369996786,7455
487,1,1,0.013848611153662205,0.9954012427479029,17300
488,0,1,0.015663649886846542,0.99708441644907,11387
489,4,1,0.013020489364862442,0.9972947686910629,21070
490,3,1,0.016914913430809975,0.9984181169420481,4840
491,2,1,0.20946969091892242,0.9933801293373108,22500
492,1,1,0.01542455144226551,0.9913211800158024,22500
600,0,1,0.2120688110589981,0.9977143704891205,2455
601,4,1,0.03676946461200714,0.9982745572924614,3487
602,3,1,0.4035668969154358,0.9938419759273529,22500
603,2,1,0.031143832951784134,0.9964972510933876,22500
604,1,1,0.005911068990826607,0.998809652402997,2950
605,0,1,0.5660185217857361,0.9942033290863037,5212
606,4,1,0.04672496020793915,0.9965948835015297,1648
607,3,1,0.20434190332889557,0.9960954487323761,5508
608,2,1,0.07263670116662979,0.9854838997125626,16335
609,1,1,0.02161533385515213,0.9956830032169819,18517
612,0,1,0.018546564504504204,0.9983791671693325,7162
615,4,1,0.012241275981068611,0.9981314688920975,14335
617,3,1,0.0427221953868866,0.9957586377859116,14795
618,2,1,0.09009299427270889,0.9956015199422836,3480
619,1,1,0.5039061903953552,0.992239236831665,13912
620,0,1,0.017442483454942703,0.9982581362128258,9830
622,4,1,0.01971912570297718,0.9980728328227997,8010
623,3,1,0.01342825498431921,0.9977144747972488,18142
624,2,1,0.9304582476615906,0.9989862814545631,4137
625,1,1,0.011687257327139378,0.9964595139026642,14160
626,0,1,0.03308597952127457,0.9987876377999783,2245
627,4,1,0.03258974477648735,0.9972678907215595,14305
628,3,1,0.008124709129333496,0.9975812491029501,14052
629,2,1,0.005469274707138538,0.998633898794651,18437
631,1,1,0.042087726294994354,0.9934764951467514,16897
632,0,1,0.013636834919452667,0.9983179960399866,14530
633,4,1,0.06754669547080994,0.9948249012231827,22500
634,3,1,0.01243165135383606,0.99821094609797,9427
635,2,1,0.02161533385515213,0.9978184532374144,2112
636,1,1,0.2628418505191803,0.9910886287689209,22500
637,0,1,0.8902942538261414,0.9879979118704796,17865
638,4,1,0.6187804341316223,0.9972872138023376,2215
640,3,1,0.7154240012168884,0.9951277077198029,10177
641,2,1,0.3486451506614685,0.9975784122943878,4667
649,1,1,0.024798160418868065,0.9957128427922726,9200
650,0,1,0.015663649886846542,0.996959462761879,10462
651,4,1,0.023689471185207367,0.9984003622084856,1862
652,3,1,0.4532618820667267,0.994424968957901,8887
653,2,1,0.025565212592482567,0.9985091760754585,4720
654,1,1,0.008577484637498856,0.9986134022474289,3585
655,0,1,0.9219217896461487,0.9987214729189873,6658
656,4,1,0.013848611153662205,0.9970383029431105,7810
657,3,1,0.011508150026202202,0.9967038221657276,22500
658,2,1,0.22270014882087708,0.9953305125236511,7887
659,1,1,0.07263670116662979,0.9929517358541489,17307
660,0,1,0.07585817575454712,0.9920592457056046,22500
661,4,1,0.1755380630493164,0.9893301129341125,22500
662,3,1,0.05223085358738899,0.9961114674806595,8527
663,2,1,0.02262919954955578,0.9966152831912041,7680
664,1,1,0.008445627987384796,0.9942618645727634,22500
666,0,1,0.034618839621543884,0.9959760718047619,15702
667,4,1,0.03185885772109032,0.9942201524972916,22500
669,3,1,0.35220178961753845,0.9948916733264923,18530
670,2,1,0.027169233188033104,0.9983651600778103,4217
673,1,1,0.35220178961753845,0.9893427491188049,17982
676,0,1,0.314050555229187,0.9810506701469421,17525
677,4,1,0.41869691014289856,0.9950348734855652,9290
679,3,1,0.030908960849046707,0.9947179108858109,22500
680,2,1,0.6791787147521973,0.9938421845436096,18845
682,1,1,0.10230470448732376,0.9959488362073898,3580
683,0,1,0.7956580519676208,0.9919409453868866,22500
684,4,1,0.8289388418197632,0.9940493851900101,8057
687,3,1,0.03567855432629585,0.9935234785079956,22500
688,2,1,0.7662936449050903,0.9963464140892029,11682
689,1,1,0.07696083933115005,0.988802433013916,22500
691,0,1,0.9362850189208984,0.9895657002925873,22500
692,4,1,0.13117322325706482,0.9948931038379669,3662
693,3,1,0.029535336419939995,0.9967773854732513,21185
695,2,1,0.20689405500888824,0.9934870004653931,22500
696,1,1,0.0838903859257698,0.9888856410980225,22500
697,0,1,0.05665242671966553,0.9943755269050598,22500
698,4,1,0.8670357465744019,0.997981384396553,21620
699,3,1,0.1561049073934555,0.9963764548301697,2982
702,2,1,0.008711383678019047,0.9989805351942778,5965
703,1,1,0.1127953976392746,0.9937213510274887,4305
705,0,1,0.9724147915840149,0.998620793223381,4957
707,4,1,0.02931223064661026,0.9963610470294952,7785
708,3,1,0.016657039523124695,0.9965313971042633,22500
709,2,1,0.14033624529838562,0.9912824630737305,22500
710,1,1,0.016914913430809975,0.9978801738470793,8065
712,0,1,0.025565212592482567,0.9937302060425282,22500
713,4,1,0.6297746300697327,0.9962981641292572,22500
715,3,1,0.4455295503139496,0.995093435049057,16392
716,2,1,0.7341195344924927,0.9919752404093742,22500
717,1,1,0.007066401187330484,0.9973820680752397,13577
718,0,1,0.012241275981068611,0.9967577066272497,19415
