pid,fold,seed,p_yes,answer_mass,audio_tok
341,3,0,0.04603390023112297,0.998427040874958,10465
343,2,0,0.49218812584877014,0.997266948223114,6817
344,1,0,0.18242551386356354,0.9919129312038422,22500
345,0,0,0.6619228720664978,0.972770944237709,22500
346,4,0,0.9773707389831543,0.9983693594112992,17487
347,3,0,0.027585284784436226,0.9981240071356297,3627
348,2,0,0.8633915781974792,0.9987034127116203,8202
349,1,0,0.9367494583129883,0.9960360042750835,12575
350,0,0,0.32423537969589233,0.9860957860946655,22500
351,4,0,0.6334102749824524,0.9952130019664764,22500
352,3,0,0.18713268637657166,0.9943796098232269,22500
353,2,0,0.5698526501655579,0.9970454275608063,10380
354,1,0,0.16451644897460938,0.9954357743263245,4187
355,0,0,0.32423537969589233,0.9910648763179779,8957
356,4,0,0.3775406777858734,0.9918400943279266,14787
357,3,0,0.01428193412721157,0.9984054230153561,13260
358,2,0,0.35220178961753845,0.9937919974327087,6450
359,1,0,0.9111796617507935,0.995772372931242,15132
360,0,0,0.1259227693080902,0.9973282814025879,5457
361,4,0,0.013636834919452667,0.9986841008067131,9945
362,3,0,0.32766830921173096,0.9976310133934021,7167
363,2,0,0.007460643537342548,0.9986877292394638,20112
364,1,0,0.0446808747947216,0.978928729891777,22500
365,0,0,0.14804719388484955,0.9911323189735413,17952
366,4,0,0.005730246659368277,0.9984963424503803,21177
367,3,0,0.9161096215248108,0.998751524835825,22500
368,2,0,0.4804786741733551,0.9963244497776031,22500
369,1,0,0.020023440942168236,0.9965196847915649,18732
370,0,0,0.0060503981076180935,0.9770339410752058,21232
371,4,0,0.3557748794555664,0.994979590177536,7745
372,3,0,0.9775429368019104,0.9988904660567641,18782
373,2,0,0.18242551386356354,0.994127631187439,22500
374,1,0,0.4493926465511322,0.9929079115390778,22500
375,0,0,0.023689471185207367,0.9991479739546776,4427
376,4,0,0.851952850818634,0.9968422576785088,15390
377,3,0,0.03963884338736534,0.9975282177329063,21097
378,2,0,0.015189049765467644,0.9984060171991587,10802
379,1,0,0.0333368219435215,0.985099233686924,17722
380,0,0,0.015189049765467644,0.940164003521204,22500
381,4,0,0.29421496391296387,0.9872711300849915,12525
382,3,0,0.010328153148293495,0.9993456704542041,9120
383,2,0,0.10669060051441193,0.9928917288780212,22500
384,1,0,0.815232515335083,0.9957106709480286,12392
385,0,0,0.06754669547080994,0.9978823438286781,2008
386,4,0,0.0541987270116806,0.9955811277031898,22500
387,3,0,0.014728613197803497,0.99884725920856,5260
388,2,0,0.859663724899292,0.9984506517648697,4257
389,1,0,0.4843800961971283,0.9967911839485168,5247
390,0,0,0.5736784338951111,0.9944455921649933,14245
391,4,0,0.8354835510253906,0.9978024959564209,6172
392,3,0,0.02843603491783142,0.9976945295929909,6450
393,2,0,0.023689471185207367,0.9986011311411858,5647
395,1,0,0.055005282163619995,0.9873586446046829,22500
396,0,0,0.034618839621543884,0.9973680302500725,9742
397,4,0,0.021125193685293198,0.9950385242700577,22500
399,3,0,0.030214589089155197,0.9985095448791981,9252
400,2,0,0.05749327689409256,0.9970500469207764,11972
401,1,0,0.06754669547080994,0.9941825419664383,11352
402,0,0,0.11357959359884262,0.9902983605861664,11575
403,4,0,0.010489091277122498,0.9980685468763113,22500
404,3,0,0.024798160418868065,0.996814351528883,22500
405,2,0,0.49218812584877014,0.9951273202896118,22500
406,1,0,0.02161533385515213,0.9976513274013996,22500
407,0,0,0.017442483454942703,0.981287345290184,22500
408,4,0,0.011158030480146408,0.9981774613261223,9315
409,3,0,0.3923368453979492,0.9951715171337128,17960
410,2,0,0.024423090741038322,0.9988929517567158,15242
411,1,0,0.026355354115366936,0.9967733807861805,22500
412,0,0,0.562176525592804,0.9850349575281143,22500
413,4,0,0.048496004194021225,0.995432622730732,14905
414,3,0,0.7520125508308411,0.9982564151287079,13970
415,2,0,0.034100428223609924,0.9984090067446232,9910
416,1,0,0.034100428223609924,0.9909386411309242,12332
417,0,0,0.05707140266895294,0.9913874119520187,11287
418,4,0,0.13117322325706482,0.9947095215320587,15172
419,3,0,0.016914913430809975,0.9985000528395176,16242
420,2,0,0.22270014882087708,0.9952764809131622,10097
421,1,0,0.6039317846298218,0.9939722567796707,10270
422,0,0,0.4804786741733551,0.9722069799900055,20102
423,4,0,0.04023794084787369,0.9956042468547821,11982
424,3,0,0.030214589089155197,0.9977244921028614,22500
425,2,0,0.8688268065452576,0.9966626018285751,22500
426,1,0,0.38861799240112305,0.9866227507591248,22500
427,0,0,0.28140559792518616,0.9962457120418549,8940
428,4,0,0.024053553119301796,0.9979827515780926,6475
429,3,0,0.027585284784436226,0.9984876215457916,10242
430,2,0,0.37022536993026733,0.9918182492256165,22500
431,1,0,0.04401865229010582,0.996243953704834,8770
432,0,0,0.030675798654556274,0.9962954521179199,10387
433,4,0,0.016029145568609238,0.9979309495538473,8512
434,3,0,0.07696083933115005,0.9978226870298386,21610
435,2,0,0.8438951373100281,0.9981580972671509,12510
436,1,0,0.017712296918034554,0.9918834343552589,22500
437,0,0,0.026355354115366936,0.9974944479763508,12147
438,4,0,0.016657039523124695,0.9978282228112221,22500
439,3,0,0.030214589089155197,0.9979508221149445,22500
440,2,0,0.08632348477840424,0.997619703412056,18115
441,1,0,0.6757646203041077,0.9959049671888351,8092
442,0,0,0.12252321094274521,0.9737020134925842,22500
443,4,0,0.07263670116662979,0.997003898024559,4835
444,3,0,0.03963884338736534,0.9979923740029335,22500
445,2,0,0.18242551386356354,0.9971789419651031,9015
446,1,0,0.031618766486644745,0.9837467446923256,16625
447,0,0,0.09138210862874985,0.9952043890953064,11550
448,4,0,0.11436852067708969,0.9953296184539795,22500
449,3,0,0.010489091277122498,0.9985170494765043,22500
450,2,0,0.961533784866333,0.9991640467196703,19685
451,1,0,0.12252321094274521,0.9968986958265305,17142
452,0,0,0.034618839621543884,0.9894131571054459,22500
453,4,0,0.01912403665482998,0.9972941912710667,22500
454,3,0,0.01428193412721157,0.9975255597382784,22500
455,2,0,0.004905405919998884,0.9982228772714734,22500
456,1,0,0.05921025201678276,0.994059294462204,12717
457,0,0,0.011869121342897415,0.9932438135147095,22500
458,4,0,0.02843603491783142,0.9975615926086903,14507
459,3,0,0.7772998809814453,0.9980575814843178,9615
461,2,0,0.6039317846298218,0.9895530790090561,22500
462,1,0,0.09534946084022522,0.9947743564844131,22500
463,0,0,0.037326883524656296,0.9973767921328545,9670
464,4,0,0.027169233188033104,0.9953863844275475,16467
465,3,0,0.010489091277122498,0.9975819308310747,22500
466,2,0,0.4263215959072113,0.994044154882431,22500
467,1,0,0.027585284784436226,0.9834934920072556,9142
468,0,0,0.00806199200451374,0.989580187946558,22500
469,4,0,0.28140559792518616,0.9953660070896149,15985
470,3,0,0.06187598407268524,0.9948171377182007,22500
471,2,0,0.0838903859257698,0.9934293329715729,22500
472,1,0,0.021287351846694946,0.9928330518305302,9945
473,0,0,0.03514484688639641,0.9987386241555214,2527
474,4,0,0.01615283451974392,0.99607352912426,22500
475,3,0,0.013222822919487953,0.9987146686762571,5615
476,2,0,0.01428193412721157,0.9971539359539747,19640
477,1,0,0.030444350093603134,0.984650582075119,20740
478,0,0,0.022457055747509003,0.9912725500762463,22500
479,4,0,0.15002882480621338,0.9959011673927307,6400
480,3,0,0.016914913430809975,0.9958990141749382,22500
481,2,0,0.28776782751083374,0.9963933229446411,16407
482,1,0,0.025565212592482567,0.9864986836910248,22500
483,0,0,0.07585817575454712,0.9824362397193909,22500
484,4,0,0.14223188161849976,0.9948289692401886,14340
485,3,0,0.07807815819978714,0.9977413266897202,5310
486,2,0,0.020023440942168236,0.9986904077231884,7455
487,1,0,0.02779562398791313,0.9876100495457649,17300
488,0,0,0.015189049765467644,0.9967632330954075,11387
489,4,0,0.010818447917699814,0.9978101700544357,21070
490,3,0,0.01640303246676922,0.9988502506166697,4840
491,2,0,0.30074557662010193,0.9937074482440948,22500
492,1,0,0.031143832951784134,0.993654415011406,22500
600,0,0,0.4532618820667267,0.9979255795478821,2455
601,4,0,0.06754669547080994,0.9980040937662125,3487
602,3,0,0.29098084568977356,0.9944090843200684,22500
603,2,0,0.09009299427270889,0.9935161173343658,22500
604,1,0,0.027585284784436226,0.9957819357514381,2950
605,0,0,0.30404165387153625,0.9968263804912567,5212
606,4,0,0.08756384998559952,0.9964124262332916,1648
607,3,0,0.15002882480621338,0.9976724982261658,5508
608,2,0,0.2018132209777832,0.9877482354640961,16335
609,1,0,0.017900168895721436,0.9780037365853786,18517
612,0,0,0.016657039523124695,0.9971777182072401,7162
615,4,0,0.009268012829124928,0.9984453832730651,14335
617,3,0,0.06754669547080994,0.997502937912941,14795
618,2,0,0.2658804953098297,0.9954632520675659,3480
619,1,0,0.5117166042327881,0.9668413549661636,13912
620,0,0,0.01214717049151659,0.9975422471761703,9830
622,4,0,0.020964238792657852,0.9983449429273605,8010
623,3,0,0.014063626527786255,0.9990518894046545,18142
624,2,0,0.9458011984825134,0.9989397265017033,4137
625,1,0,0.06187598407268524,0.9898014217615128,14160
626,0,0,0.03676946461200714,0.9985991753637791,2245
627,4,0,0.06371499598026276,0.996312640607357,14305
628,3,0,0.00912563782185316,0.9990233210846782,14052
629,2,0,0.008847354911267757,0.999042134732008,18437
631,1,0,0.20946969091892242,0.9956395626068115,16897
632,0,0,0.028870906680822372,0.9965746328234673,14530
633,4,0,0.055005282163619995,0.9965862780809402,22500
634,3,0,0.01798621006309986,0.9989838991314173,9427
635,2,0,0.0427221953868866,0.9977316781878471,2112
636,1,0,0.8976953029632568,0.9974767863750458,22500
637,0,0,0.8128673434257507,0.9870599135756493,17865
638,4,0,0.6334102749824524,0.9973974972963333,2215
640,3,0,0.7745833992958069,0.9980510175228119,10177
641,2,0,0.49218812584877014,0.9977351129055023,4667
649,1,0,0.11920291930437088,0.9934326112270355,9200
650,0,0,0.017442483454942703,0.9971122033894062,10462
651,4,0,0.03308597952127457,0.9980690591037273,1862
652,3,0,0.5234203934669495,0.9978350102901459,8887
653,2,0,0.037326883524656296,0.9982811361551285,4720
654,1,0,0.0378924235701561,0.9968458786606789,3585
655,0,0,0.8840392827987671,0.9975475296378136,6658
656,4,0,0.01428193412721157,0.997999032959342,7810
657,3,0,0.011869121342897415,0.9975181762129068,22500
658,2,0,0.4687906503677368,0.9974690079689026,7887
659,1,0,0.6619228720664978,0.9888524413108826,17307
660,0,0,0.06754669547080994,0.9899299740791321,22500
661,4,0,0.39981165528297424,0.9927329421043396,22500
662,3,0,0.042087726294994354,0.9984324984252453,8527
663,2,0,0.06465348601341248,0.9964980185031891,7680
664,1,0,0.020964238792657852,0.9967267997562885,22500
666,0,0,0.016914913430809975,0.996844194829464,15702
667,4,0,0.027585284784436226,0.9965711310505867,22500
669,3,0,0.6926419734954834,0.9978758096694946,18530
670,2,0,0.05033063143491745,0.99769327044487,4217
673,1,0,0.2658804953098297,0.9921358227729797,17982
676,0,0,0.44167301058769226,0.9951081275939941,17525
677,4,0,0.7248703241348267,0.997305303812027,9290
679,3,0,0.05223085358738899,0.9936776906251907,22500
680,2,0,0.9458011984825134,0.9991108179092407,18845
682,1,0,0.3557748794555664,0.9950512051582336,3580
683,0,0,0.3849121630191803,0.9907595217227936,22500
684,4,0,0.9230391979217529,0.9970392882823944,8057
687,3,0,0.06656918674707413,0.9925057590007782,22500
688,2,0,0.9314625263214111,0.9985652416944504,11682
689,1,0,0.7606506943702698,0.9918793141841888,22500
691,0,0,0.7549149990081787,0.977530412375927,22500
692,4,0,0.13117322325706482,0.9957961887121201,3662
693,3,0,0.04401865229010582,0.9950632974505424,21185
695,2,0,0.36296921968460083,0.9905602335929871,22500
696,1,0,0.13477592170238495,0.9855223000049591,22500
697,0,0,0.026759283617138863,0.9949870333075523,22500
698,4,0,0.9407896995544434,0.9977909401059151,21620
699,3,0,0.12252321094274521,0.9972473382949829,2982
702,2,0,0.012241275981068611,0.9990860773250461,5965
703,1,0,0.8221890926361084,0.9968535080552101,4305
705,0,0,0.9637799859046936,0.998991260305047,4957
707,4,0,0.05582313984632492,0.9961611479520798,7785
708,3,0,0.01542455144226551,0.9979457128793001,22500
709,2,0,0.3775406777858734,0.9824029803276062,22500
710,1,0,0.10818894952535629,0.9918550550937653,8065
712,0,0,0.01024860143661499,0.985288456082344,22500
713,4,0,0.9504110217094421,0.997414642944932,22500
715,3,0,0.7634837031364441,0.9983960390090942,16392
716,2,0,0.8887587189674377,0.9918414428830147,22500
717,1,0,0.04672496020793915,0.9927447885274887,13577
718,0,0,0.007937993854284286,0.9904159046709538,19415
