item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L96_439,96,439,point,+0.03,0.03,,2,,,,no,yes,Implementation Details,,,,,,"selecting the layer after seeing the test fold inflates AUC by +0.03 on average across 18 cells and by up to +0.14,","Folds are speaker-disjoint (GroupKFold, 5 folds) and the layer is chosen inside the training folds. %Where a layer is chosen, it is chosen inside the training folds; selecting the layer after seeing the test fold inflates AUC by +0.03 on average across 18 cells and by up to +0.14, so we quote the nested value wherever both exist.","Probing. The probe of Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",,
L96_464,96,464,integer,18,18.0,,0,,,,no,yes,Implementation Details,,,,,,"selecting the layer after seeing the test fold inflates AUC by +0.03 on average across 18 cells and by up to +0.14,","Folds are speaker-disjoint (GroupKFold, 5 folds) and the layer is chosen inside the training folds. %Where a layer is chosen, it is chosen inside the training folds; selecting the layer after seeing the test fold inflates AUC by +0.03 on average across 18 cells and by up to +0.14, so we quote the nested value wherever both exist.","Probing. The probe of Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",,
L96_487,96,487,point,+0.14,0.14,,2,,,,no,yes,Implementation Details,,,,,,"selecting the layer after seeing the test fold inflates AUC by +0.03 on average across 18 cells and by up to +0.14,","Folds are speaker-disjoint (GroupKFold, 5 folds) and the layer is chosen inside the training folds. %Where a layer is chosen, it is chosen inside the training folds; selecting the layer after seeing the test fold inflates AUC by +0.03 on average across 18 cells and by up to +0.14, so we quote the nested value wherever both exist.","Probing. The probe of Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.",,
L97_93,97,93,integer,32,32.0,,0,,,,no,no,Implementation Details,,,,,,"32 hidden states in its audio encoder,","The layer-wise probing is done on Qwen2.5-Omni , which we probe end-to-end: 32 hidden states in its audio encoder, the projector, and 29 hidden states in its language model taken at the audio-token positions.","Folds are speaker-disjoint (GroupKFold, 5 folds) and the layer is chosen inside the training folds.",,
L97_151,97,151,integer,29,29.0,,0,,,,no,no,Implementation Details,,,,,,and 29 hidden states in its language model taken at the audio-token positions.,"The layer-wise probing is done on Qwen2.5-Omni , which we probe end-to-end: 32 hidden states in its audio encoder, the projector, and 29 hidden states in its language model taken at the audio-token positions.","Folds are speaker-disjoint (GroupKFold, 5 folds) and the layer is chosen inside the training folds.",,
L99_102,99,102,sci,10^-4,0.0001,,,,sci,,no,no,Implementation Details,,,,,,"Fine-tuning. The projector is trained with an AdamW optimizer with a learning rate 10^-4,","Fine-tuning. The projector is trained with an AdamW optimizer with a learning rate 10^-4, for three epochs, one clip per update and cross entropy over the ``Yes'' and ``No'' logits only, on the same 5 speaker-disjoint folds.",,,
L99_221,99,221,integer,5,5.0,,0,,,,no,no,Implementation Details,,,,,,on the same 5 speaker-disjoint folds.,"Fine-tuning. The projector is trained with an AdamW optimizer with a learning rate 10^-4, for three epochs, one clip per update and cross entropy over the ``Yes'' and ``No'' logits only, on the same 5 speaker-disjoint folds.",,,
L101_418,101,418,point,0.02,0.02,,2,,,,no,no,Implementation Details,,,,,,Two other wordings move the answers by 0.02 on average. %The two score within 0.01 of each other on Pitt.,Two other wordings move the answers by 0.02 on average. %The two score within 0.01 of each other on Pitt.,"For the transcript only baseline, ``this recording'' is replaced with ``this transcript of what the person said''.",,
L101_457,101,457,point,0.01,0.01,,2,,,,no,yes,Implementation Details,,,,,,Two other wordings move the answers by 0.02 on average. %The two score within 0.01 of each other on Pitt.,Two other wordings move the answers by 0.02 on average. %The two score within 0.01 of each other on Pitt.,"For the transcript only baseline, ``this recording'' is replaced with ``this transcript of what the person said''.",,
L104_154,104,154,integer,25,25.0,,0,,,,no,no,Implementation Details,,,,,,we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .",,,
L104_167,104,167,integer,5,5.0,,0,,s,,no,no,Implementation Details,,,,,,we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .",,,
L104_357,104,357,point,0.70,0.7,,2,,,,no,no,Implementation Details,,,,,,A segment counts as positive or negative when that class has a probability of at least 0.70.,A segment counts as positive or negative when that class has a probability of at least 0.70.,"Conflict set construction. From the raw E-DAIC transcripts, with the interviewer removed, we take every participant segment of at least 25 words and 5 s of speech and score it with a RoBERTa sentiment classifier trained on TweetEval .",,
L104_391,104,391,integer,15,15.0,,0,,,,no,no,Implementation Details,,,,,,"A participant with PHQ-8 of 15 or more speaking positively,","A participant with PHQ-8 of 15 or more speaking positively, or a healthy control with PHQ-8 of 4 or less speaking negatively, is a conflict segment.",A segment counts as positive or negative when that class has a probability of at least 0.70.,,
L104_458,104,458,integer,4,4.0,,0,,,,no,no,Implementation Details,,,,,,"or a healthy control with PHQ-8 of 4 or less speaking negatively,","A participant with PHQ-8 of 15 or more speaking positively, or a healthy control with PHQ-8 of 4 or less speaking negatively, is a conflict segment.",A segment counts as positive or negative when that class has a probability of at least 0.70.,,
L104_524,104,524,integer,208,208.0,,0,,,,no,no,Implementation Details,,,,,,"This yields 208 of the first kind and 280 of the second,","This yields 208 of the first kind and 280 of the second, each paired with an agreement segment from the same speaker: 483 pairs over 138 speakers, so that across the whole set the sentiment of the words does not predict the label.","A participant with PHQ-8 of 15 or more speaking positively, or a healthy control with PHQ-8 of 4 or less speaking negatively, is a conflict segment.",,
L104_550,104,550,integer,280,280.0,,0,,,,no,no,Implementation Details,,,,,,"This yields 208 of the first kind and 280 of the second,","This yields 208 of the first kind and 280 of the second, each paired with an agreement segment from the same speaker: 483 pairs over 138 speakers, so that across the whole set the sentiment of the words does not predict the label.","A participant with PHQ-8 of 15 or more speaking positively, or a healthy control with PHQ-8 of 4 or less speaking negatively, is a conflict segment.",,
L104_630,104,630,integer,483,483.0,,0,,,,no,no,Implementation Details,,,,,,"483 pairs over 138 speakers,","This yields 208 of the first kind and 280 of the second, each paired with an agreement segment from the same speaker: 483 pairs over 138 speakers, so that across the whole set the sentiment of the words does not predict the label.","A participant with PHQ-8 of 15 or more speaking positively, or a healthy control with PHQ-8 of 4 or less speaking negatively, is a conflict segment.",,
L104_645,104,645,integer,138,138.0,,0,,,,no,no,Implementation Details,,,,,,"483 pairs over 138 speakers,","This yields 208 of the first kind and 280 of the second, each paired with an agreement segment from the same speaker: 483 pairs over 138 speakers, so that across the whole set the sentiment of the words does not predict the label.","A participant with PHQ-8 of 15 or more speaking positively, or a healthy control with PHQ-8 of 4 or less speaking negatively, is a conflict segment.",,
L104_1104,104,1104,point,0.92,0.92,,2,,,,no,no,Implementation Details,,,,,,with speaking rate excluded because it alone reaches 0.92 and would make the split trivial.,"For Alzheimer's disease, we score the words of each segment in Pitt database with a logistic regression trained on six fluency markers from the CHAT transcription codes : type token ratio, retraces, fillers, unintelligible tokens, errors and pauses, with speaking rate excluded because it alone reaches 0.92 and would make the split trivial.","This yields 208 of the first kind and 280 of the second, each paired with an agreement segment from the same speaker: 483 pairs over 138 speakers, so that across the whole set the sentiment of the words does not predict the label.",,
L104_1512,104,1512,integer,146,146.0,,0,,,,no,no,Implementation Details,,,,,,This leaves 146 segments in conflict and 322 in agreement.,This leaves 146 segments in conflict and 322 in agreement.,"A participant with dementia scored as fluent, or a healthy control scored as impaired, is a conflict segment, and the reverse is an agreement segment.",,
L104_1541,104,1541,integer,322,322.0,,0,,,,no,no,Implementation Details,,,,,,This leaves 146 segments in conflict and 322 in agreement.,This leaves 146 segments in conflict and 322 in agreement.,"A participant with dementia scored as fluent, or a healthy control scored as impaired, is a conflict segment, and the reverse is an agreement segment.",,
L104_1594,104,1594,integer,30,30.0,,0,,s,,no,no,Implementation Details,,,,,,"The median segment fits inside the 30 s window,","The median segment fits inside the 30 s window, and 91 percent of segments have at least half their words inside it.",This leaves 146 segments in conflict and 322 in agreement.,,
L104_1612,104,1612,percent,91,91.0,,0,,%,,no,no,Implementation Details,,,,,,and 91 percent of segments have at least half their words inside it.,"The median segment fits inside the 30 s window, and 91 percent of segments have at least half their words inside it.",This leaves 146 segments in conflict and 322 in agreement.,,
L108_200,108,200,word_years,seven,7.0,,0,,word_years,,no,no,Implementation Details,,,,,,"On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average,","On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.",Checks. As an acoustic baseline we train a separate logistic regression classifier on eGeMAPS features .,,
L108_293,108,293,integer,275,275.0,,0,,,,no,no,Implementation Details,,,,,,so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.,"On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.",Checks. As an acoustic baseline we train a separate logistic regression classifier on eGeMAPS features .,,
L108_308,108,308,integer,129,129.0,,0,,,,no,no,Implementation Details,,,,,,so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.,"On the Pitt dataset participants with a positive diagnosis are seven years older than healthy controls on average, so we repeat the probe and the answer on 275 clips from 129 age and sex matched speakers.",Checks. As an acoustic baseline we train a separate logistic regression classifier on eGeMAPS features .,,
L114_181,114,181,point,0.995,0.995,,3,,,,no,yes,Experimental Results,,,,,,Six recording measurements containing no speech content separate patients from controls at 0.995 on the Italian dataset;,Six recording measurements containing no speech content separate patients from controls at 0.995 on the Italian dataset; we exclude it.,,,
L114_302,114,302,range,0.45 to 0.80,0.45,0.8,2,2,,,no,yes,Experimental Results,,,,,,On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it;,"On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it; on Neurovoz, age matching moves the encoder probe from 0.95 to 0.91 while a silence-only probe falls from 0.72 to 0.58.",,,
L114_400,114,400,change,0.95 to 0.91,0.95,0.91,2,2,,,no,yes,Experimental Results,,,,,,age matching moves the encoder probe from 0.95 to 0.91 while,"On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it; on Neurovoz, age matching moves the encoder probe from 0.95 to 0.91 while a silence-only probe falls from 0.72 to 0.58.",,,
L114_451,114,451,change,0.72 to 0.58,0.72,0.58,2,2,,,no,yes,Experimental Results,,,,,,a silence-only probe falls from 0.72 to 0.58.,"On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it; on Neurovoz, age matching moves the encoder probe from 0.95 to 0.91 while a silence-only probe falls from 0.72 to 0.58.",,,
L114_496,114,496,point,0.65,0.65,,2,,,,no,yes,Experimental Results,,,,,,"On Pitt the six together reach 0.65,","On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_519,114,519,point,0.78,0.78,,2,,,,no,yes,Experimental Results,,,,,,below the probe (0.78);,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_548,114,548,integer,64,64.0,,0,,,,no,yes,Experimental Results,,,,,,controls are younger (64 against,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_559,114,559,integer,72,72.0,,0,,,,no,yes,Experimental Results,,,,,,"72 years,","On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_579,114,579,point,0.70,0.7,,2,,,,no,yes,Experimental Results,,,,,,"age alone 0.70),","On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_593,114,593,integer,64,64.0,,0,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_631,114,631,integer,268,268.0,,0,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_667,114,667,point,0.79,0.79,,2,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_687,114,687,point,0.66,0.66,,2,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L114_788,114,788,point,0.62,0.62,,2,,,,no,yes,Experimental Results,,,,,,"reads 0.62 on Pitt,","A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L114_802,114,802,point,0.73,0.73,,2,,,,no,yes,Experimental Results,,,,,,"0.73 on ADReSSo,","A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L114_819,114,819,point,0.70,0.7,,2,,,,no,yes,Experimental Results,,,,,,0.70 on ADReSS-2020 and 0.80 on MDVR-KCL;,"A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L114_843,114,843,point,0.80,0.8,,2,,,,no,yes,Experimental Results,,,,,,0.70 on ADReSS-2020 and 0.80 on MDVR-KCL;,"A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L127_14,127,14,integer,1100,1100.0,,0,,,,no,no,Experimental Results,tab:main,PC-GITA | Clips (speakers) [clips],PC-GITA,Clips (speakers) [clips],Parkinson's disease,1100 (100),PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L127_20,127,20,integer,100,100.0,,0,,,,no,no,Experimental Results,tab:main,PC-GITA | Clips (speakers) [speakers],PC-GITA,Clips (speakers) [speakers],Parkinson's disease,1100 (100),PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L127_27,127,27,point,0.56,0.56,,2,,,,no,no,Experimental Results,tab:main,PC-GITA | Zero-shot Audio,PC-GITA,Zero-shot Audio,Parkinson's disease,0.56,PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L127_34,127,34,point,0.52,0.52,,2,,,,no,no,Experimental Results,tab:main,PC-GITA | Zero-shot Text,PC-GITA,Zero-shot Text,Parkinson's disease,0.52,PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L127_41,127,41,point,0.89,0.89,,2,,,,no,no,Experimental Results,tab:main,PC-GITA | Fine-tuned Audio,PC-GITA,Fine-tuned Audio,Parkinson's disease,0.89,PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_14,128,14,integer,1270,1270.0,,0,,,,no,no,Experimental Results,tab:main,NeuroVoz | Clips (speakers) [clips],NeuroVoz,Clips (speakers) [clips],Parkinson's disease,1270 (107),NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_20,128,20,integer,107,107.0,,0,,,,no,no,Experimental Results,tab:main,NeuroVoz | Clips (speakers) [speakers],NeuroVoz,Clips (speakers) [speakers],Parkinson's disease,1270 (107),NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_27,128,27,point,0.70,0.7,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Zero-shot Audio,NeuroVoz,Zero-shot Audio,Parkinson's disease,0.70,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_34,128,34,point,0.54,0.54,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Zero-shot Text,NeuroVoz,Zero-shot Text,Parkinson's disease,0.54,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_41,128,41,point,0.90,0.9,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Fine-tuned Audio,NeuroVoz,Fine-tuned Audio,Parkinson's disease,0.90,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_16,129,16,integer,37,37.0,,0,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Clips (speakers) [clips],MDVR-KCL,Clips (speakers) [clips],Parkinson's disease,37 (37),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
