clip,speaker
HC_DIABLO_0053.wav,53
HC_ABLANDADA_0053.wav,53
HC_BARBAS_0053.wav,53
HC_BURRO_0053.wav,53
HC_SOMBRA_0053.wav,53
HC_GANGA_0053.wav,53
HC_PIDIO_0053.wav,53
HC_CARMEN_0053.wav,53
HC_SOMBRA_0054.wav,54
HC_PERRO_0054.wav,54
HC_MANGA_0054.wav,54
HC_PIDIO_0054.wav,54
HC_BARBAS_0054.wav,54
HC_DIABLO_0054.wav,54
HC_TOMAS_0054.wav,54
HC_GANGA_0054.wav,54
HC_CARMEN_0054.wav,54
HC_CALLE_0054.wav,54
HC_ABLANDADA_0054.wav,54
HC_BURRO_0054.wav,54
HC_PERRO_0060.wav,60
HC_MANGA_0060.wav,60
HC_DIABLO_0060.wav,60
HC_ABLANDADA_0060.wav,60
HC_CALLE_0060.wav,60
HC_CARMEN_0060.wav,60
HC_BARBAS_0060.wav,60
HC_BURRO_0060.wav,60
HC_PIDIO_0060.wav,60
HC_TOMAS_0060.wav,60
HC_GANGA_0060.wav,60
HC_SOMBRA_0060.wav,60
HC_BARBAS_0061.wav,61
HC_TOMAS_0061.wav,61
HC_SOMBRA_0061.wav,61
HC_PERRO_0061.wav,61
HC_DIABLO_0061.wav,61
HC_CALLE_0061.wav,61
HC_BURRO_0061.wav,61
HC_PIDIO_0061.wav,61
HC_MANGA_0061.wav,61
HC_GANGA_0061.wav,61
HC_ABLANDADA_0061.wav,61
HC_BARBAS_0062.wav,62
HC_PERRO_0062.wav,62
HC_PIDIO_0062.wav,62
HC_BURRO_0062.wav,62
HC_ABLANDADA_0062.wav,62
HC_TOMAS_0062.wav,62
HC_DIABLO_0062.wav,62
HC_CALLE_0062.wav,62
HC_MANGA_0062.wav,62
HC_SOMBRA_0062.wav,62
HC_GANGA_0062.wav,62
HC_CARMEN_0062.wav,62
HC_CARMEN_0063.wav,63
HC_BURRO_0063.wav,63
HC_ABLANDADA_0063.wav,63
HC_MANGA_0063.wav,63
HC_PERRO_0063.wav,63
HC_GANGA_0063.wav,63
HC_PIDIO_0063.wav,63
HC_DIABLO_0063.wav,63
HC_SOMBRA_0063.wav,63
HC_TOMAS_0063.wav,63
HC_CALLE_0063.wav,63
HC_BARBAS_0063.wav,63
HC_CALLE_0064.wav,64
HC_CARMEN_0064.wav,64
HC_PIDIO_0064.wav,64
HC_PERRO_0064.wav,64
HC_MANGA_0064.wav,64
HC_GANGA_0064.wav,64
HC_TOMAS_0064.wav,64
HC_DIABLO_0064.wav,64
HC_BURRO_0064.wav,64
HC_ABLANDADA_0064.wav,64
HC_SOMBRA_0064.wav,64
HC_BARBAS_0064.wav,64
HC_MANGA_0065.wav,65
HC_CARMEN_0065.wav,65
HC_CALLE_0065.wav,65
HC_DIABLO_0065.wav,65
HC_PIDIO_0065.wav,65
HC_GANGA_0065.wav,65
HC_BURRO_0065.wav,65
HC_TOMAS_0065.wav,65
HC_ABLANDADA_0065.wav,65
HC_BARBAS_0065.wav,65
HC_SOMBRA_0065.wav,65
HC_PERRO_0065.wav,65
HC_MANGA_0071.wav,71
HC_TOMAS_0071.wav,71
HC_CARMEN_0071.wav,71
HC_PIDIO_0071.wav,71
HC_PERRO_0071.wav,71
HC_SOMBRA_0071.wav,71
HC_DIABLO_0071.wav,71
HC_GANGA_0071.wav,71
HC_BURRO_0071.wav,71
HC_ABLANDADA_0071.wav,71
HC_CALLE_0071.wav,71
HC_BARBAS_0071.wav,71
HC_BARBAS_0073.wav,73
HC_CARMEN_0073.wav,73
HC_GANGA_0073.wav,73
HC_TOMAS_0073.wav,73
HC_PIDIO_0073.wav,73
HC_SOMBRA_0073.wav,73
HC_DIABLO_0073.wav,73
HC_PERRO_0073.wav,73
HC_MANGA_0073.wav,73
HC_BURRO_0073.wav,73
HC_CALLE_0073.wav,73
HC_ABLANDADA_0073.wav,73
HC_PIDIO_0074.wav,74
HC_ABLANDADA_0074.wav,74
HC_CALLE_0074.wav,74
HC_SOMBRA_0074.wav,74
HC_BARBAS_0074.wav,74
HC_MANGA_0074.wav,74
HC_TOMAS_0074.wav,74
HC_BURRO_0074.wav,74
HC_CARMEN_0074.wav,74
HC_DIABLO_0074.wav,74
HC_GANGA_0074.wav,74
HC_PERRO_0074.wav,74
HC_ABLANDADA_0075.wav,75
HC_CARMEN_0075.wav,75
HC_PIDIO_0075.wav,75
HC_TOMAS_0075.wav,75
HC_PERRO_0075.wav,75
HC_GANGA_0075.wav,75
HC_DIABLO_0075.wav,75
HC_CALLE_0075.wav,75
HC_SOMBRA_0075.wav,75
HC_MANGA_0075.wav,75
HC_BURRO_0075.wav,75
HC_BARBAS_0075.wav,75
HC_BARBAS_0076.wav,76
HC_TOMAS_0076.wav,76
HC_CARMEN_0076.wav,76
HC_MANGA_0076.wav,76
HC_PERRO_0076.wav,76
HC_DIABLO_0076.wav,76
HC_ABLANDADA_0076.wav,76
HC_SOMBRA_0076.wav,76
HC_CALLE_0076.wav,76
HC_BURRO_0076.wav,76
HC_GANGA_0076.wav,76
HC_PIDIO_0076.wav,76
HC_PERRO_0080.wav,80
HC_GANGA_0080.wav,80
HC_CALLE_0080.wav,80
HC_PIDIO_0080.wav,80
HC_SOMBRA_0080.wav,80
HC_BURRO_0080.wav,80
HC_DIABLO_0080.wav,80
HC_BARBAS_0080.wav,80
HC_TOMAS_0080.wav,80
HC_ABLANDADA_0080.wav,80
HC_CARMEN_0080.wav,80
HC_MANGA_0080.wav,80
HC_CALLE_0081.wav,81
HC_TOMAS_0081.wav,81
HC_DIABLO_0081.wav,81
HC_CARMEN_0081.wav,81
HC_BARBAS_0081.wav,81
HC_PERRO_0081.wav,81
HC_SOMBRA_0081.wav,81
HC_BURRO_0081.wav,81
HC_MANGA_0081.wav,81
HC_PIDIO_0081.wav,81
HC_ABLANDADA_0081.wav,81
HC_GANGA_0081.wav,81
HC_GANGA_0082.wav,82
HC_TOMAS_0082.wav,82
HC_SOMBRA_0082.wav,82
HC_PERRO_0082.wav,82
HC_DIABLO_0082.wav,82
HC_CARMEN_0082.wav,82
HC_MANGA_0082.wav,82
HC_BURRO_0082.wav,82
HC_ABLANDADA_0082.wav,82
HC_CALLE_0082.wav,82
HC_PIDIO_0082.wav,82
HC_BARBAS_0082.wav,82
HC_GANGA_0083.wav,83
HC_MANGA_0083.wav,83
HC_PIDIO_0083.wav,83
HC_DIABLO_0083.wav,83
HC_ABLANDADA_0083.wav,83
HC_TOMAS_0083.wav,83
HC_BURRO_0083.wav,83
HC_PERRO_0083.wav,83
HC_CARMEN_0083.wav,83
HC_BARBAS_0083.wav,83
HC_CALLE_0083.wav,83
HC_SOMBRA_0083.wav,83
HC_PIDIO_0085.wav,85
HC_CALLE_0085.wav,85
HC_MANGA_0085.wav,85
HC_TOMAS_0085.wav,85
HC_CARMEN_0085.wav,85
HC_BURRO_0085.wav,85
HC_DIABLO_0085.wav,85
HC_BARBAS_0085.wav,85
HC_ABLANDADA_0085.wav,85
HC_GANGA_0085.wav,85
HC_PERRO_0085.wav,85
HC_SOMBRA_0085.wav,85
HC_TOMAS_0086.wav,86
HC_BARBAS_0086.wav,86
HC_PERRO_0086.wav,86
HC_ABLANDADA_0086.wav,86
HC_CARMEN_0086.wav,86
HC_PIDIO_0086.wav,86
HC_BURRO_0086.wav,86
HC_MANGA_0086.wav,86
HC_SOMBRA_0086.wav,86
HC_GANGA_0086.wav,86
HC_CALLE_0086.wav,86
HC_DIABLO_0086.wav,86
HC_SOMBRA_0087.wav,87
HC_DIABLO_0087.wav,87
HC_CARMEN_0087.wav,87
HC_PERRO_0087.wav,87
HC_PIDIO_0087.wav,87
HC_BURRO_0087.wav,87
HC_ABLANDADA_0087.wav,87
HC_BARBAS_0087.wav,87
HC_GANGA_0087.wav,87
HC_TOMAS_0087.wav,87
HC_MANGA_0087.wav,87
HC_CALLE_0087.wav,87
HC_PERRO_0112.wav,112
HC_PIDIO_0112.wav,112
HC_CARMEN_0112.wav,112
HC_ABLANDADA_0112.wav,112
HC_MANGA_0112.wav,112
HC_GANGA_0112.wav,112
HC_BARBAS_0112.wav,112
HC_BURRO_0112.wav,112
HC_SOMBRA_0112.wav,112
HC_TOMAS_0112.wav,112
HC_DIABLO_0112.wav,112
HC_CALLE_0112.wav,112
HC_PIDIO_0116.wav,116
HC_SOMBRA_0116.wav,116
HC_BURRO_0116.wav,116
HC_ABLANDADA_0116.wav,116
HC_CARMEN_0116.wav,116
HC_PERRO_0116.wav,116
HC_DIABLO_0116.wav,116
HC_MANGA_0116.wav,116
HC_TOMAS_0116.wav,116
HC_GANGA_0116.wav,116
HC_CALLE_0116.wav,116
HC_BARBAS_0116.wav,116
HC_DIABLO_0118.wav,118
HC_ABLANDADA_0118.wav,118
HC_CARMEN_0118.wav,118
HC_PERRO_0118.wav,118
HC_BURRO_0118.wav,118
HC_BARBAS_0118.wav,118
HC_MANGA_0118.wav,118
HC_GANGA_0118.wav,118
HC_TOMAS_0118.wav,118
HC_SOMBRA_0118.wav,118
HC_PIDIO_0118.wav,118
HC_CALLE_0118.wav,118
HC_GANGA_0120.wav,120
HC_CALLE_0120.wav,120
HC_CARMEN_0120.wav,120
HC_TOMAS_0120.wav,120
HC_MANGA_0120.wav,120
HC_PIDIO_0120.wav,120
HC_PERRO_0120.wav,120
HC_BARBAS_0120.wav,120
HC_SOMBRA_0120.wav,120
HC_BURRO_0120.wav,120
HC_DIABLO_0120.wav,120
HC_MANGA_0122.wav,122
HC_BARBAS_0122.wav,122
HC_SOMBRA_0122.wav,122
HC_GANGA_0122.wav,122
HC_TOMAS_0122.wav,122
HC_CARMEN_0122.wav,122
HC_PERRO_0122.wav,122
HC_DIABLO_0122.wav,122
HC_PIDIO_0122.wav,122
HC_CALLE_0122.wav,122
HC_ABLANDADA_0122.wav,122
HC_BURRO_0122.wav,122
HC_BARBAS_0128.wav,128
HC_BURRO_0128.wav,128
HC_CALLE_0128.wav,128
HC_SOMBRA_0128.wav,128
HC_ABLANDADA_0128.wav,128
HC_MANGA_0128.wav,128
HC_PERRO_0128.wav,128
HC_PIDIO_0128.wav,128
HC_CARMEN_0128.wav,128
HC_TOMAS_0128.wav,128
HC_DIABLO_0128.wav,128
HC_GANGA_0128.wav,128
HC_SOMBRA_0130.wav,130
HC_ABLANDADA_0130.wav,130
HC_BURRO_0130.wav,130
HC_MANGA_0130.wav,130
HC_PIDIO_0130.wav,130
HC_BARBAS_0130.wav,130
HC_GANGA_0130.wav,130
HC_PERRO_0130.wav,130
HC_CALLE_0130.wav,130
HC_TOMAS_0130.wav,130
HC_CARMEN_0130.wav,130
HC_DIABLO_0130.wav,130
HC_PERRO_0131.wav,131
HC_CALLE_0131.wav,131
HC_MANGA_0131.wav,131
HC_SOMBRA_0131.wav,131
HC_DIABLO_0131.wav,131
HC_TOMAS_0131.wav,131
HC_PIDIO_0131.wav,131
HC_BARBAS_0131.wav,131
HC_BURRO_0131.wav,131
HC_GANGA_0131.wav,131
HC_CARMEN_0131.wav,131
HC_TOMAS_0132.wav,132
HC_CALLE_0132.wav,132
HC_SOMBRA_0132.wav,132
HC_MANGA_0132.wav,132
HC_ABLANDADA_0132.wav,132
HC_CARMEN_0132.wav,132
HC_BURRO_0132.wav,132
HC_PIDIO_0132.wav,132
HC_GANGA_0132.wav,132
HC_PERRO_0132.wav,132
HC_DIABLO_0132.wav,132
HC_BARBAS_0132.wav,132
HC_ABLANDADA_0138.wav,138
HC_SOMBRA_0138.wav,138
HC_GANGA_0138.wav,138
HC_TOMAS_0138.wav,138
HC_BARBAS_0138.wav,138
HC_PIDIO_0138.wav,138
HC_PERRO_0138.wav,138
HC_CALLE_0138.wav,138
HC_BURRO_0138.wav,138
HC_MANGA_0138.wav,138
HC_DIABLO_0138.wav,138
HC_CARMEN_0138.wav,138
HC_TOMAS_0142.wav,142
HC_DIABLO_0142.wav,142
HC_BURRO_0142.wav,142
HC_SOMBRA_0142.wav,142
HC_PIDIO_0142.wav,142
HC_CALLE_0142.wav,142
HC_ABLANDADA_0142.wav,142
HC_GANGA_0142.wav,142
HC_MANGA_0142.wav,142
HC_BARBAS_0142.wav,142
HC_CARMEN_0142.wav,142
HC_PERRO_0142.wav,142
HC_SOMBRA_0143.wav,143
HC_CALLE_0143.wav,143
HC_ABLANDADA_0143.wav,143
HC_GANGA_0143.wav,143
HC_BARBAS_0143.wav,143
HC_PERRO_0143.wav,143
HC_TOMAS_0143.wav,143
HC_MANGA_0143.wav,143
HC_DIABLO_0143.wav,143
HC_CARMEN_0143.wav,143
HC_BURRO_0143.wav,143
HC_PIDIO_0143.wav,143
HC_DIABLO_0145.wav,145
HC_BURRO_0145.wav,145
HC_BARBAS_0145.wav,145
HC_MANGA_0145.wav,145
HC_CALLE_0145.wav,145
HC_GANGA_0145.wav,145
HC_PIDIO_0145.wav,145
HC_ABLANDADA_0145.wav,145
HC_CARMEN_0145.wav,145
HC_SOMBRA_0145.wav,145
HC_TOMAS_0145.wav,145
HC_PERRO_0145.wav,145
PD_CARMEN_0006.wav,6
PD_SOMBRA_0006.wav,6
PD_CALLE_0006.wav,6
PD_MANGA_0006.wav,6
PD_ABLANDADA_0006.wav,6
PD_BARBAS_0006.wav,6
PD_BURRO_0006.wav,6
PD_DIABLO_0006.wav,6
PD_PIDIO_0006.wav,6
PD_PERRO_0006.wav,6
PD_GANGA_0006.wav,6
PD_TOMAS_0006.wav,6
PD_TOMAS_0007.wav,7
PD_BURRO_0007.wav,7
PD_PERRO_0007.wav,7
PD_DIABLO_0007.wav,7
PD_MANGA_0007.wav,7
PD_BARBAS_0007.wav,7
PD_PIDIO_0007.wav,7
PD_GANGA_0007.wav,7
PD_SOMBRA_0007.wav,7
PD_CALLE_0007.wav,7
PD_CARMEN_0007.wav,7
PD_ABLANDADA_0007.wav,7
PD_GANGA_0008.wav,8
PD_MANGA_0008.wav,8
PD_PIDIO_0008.wav,8
PD_CARMEN_0008.wav,8
PD_BARBAS_0008.wav,8
PD_PERRO_0008.wav,8
PD_DIABLO_0008.wav,8
PD_TOMAS_0008.wav,8
PD_BURRO_0008.wav,8
PD_CALLE_0008.wav,8
PD_SOMBRA_0008.wav,8
PD_PERRO_0009.wav,9
PD_GANGA_0009.wav,9
PD_MANGA_0009.wav,9
PD_BURRO_0009.wav,9
PD_CARMEN_0009.wav,9
PD_PIDIO_0009.wav,9
PD_CALLE_0009.wav,9
PD_BARBAS_0009.wav,9
PD_SOMBRA_0009.wav,9
PD_DIABLO_0009.wav,9
PD_TOMAS_0009.wav,9
PD_ABLANDADA_0009.wav,9
PD_PIDIO_0010.wav,10
PD_SOMBRA_0010.wav,10
PD_BURRO_0010.wav,10
PD_CALLE_0010.wav,10
PD_ABLANDADA_0010.wav,10
PD_CARMEN_0010.wav,10
PD_TOMAS_0010.wav,10
PD_GANGA_0010.wav,10
PD_PERRO_0010.wav,10
PD_DIABLO_0010.wav,10
PD_BARBAS_0010.wav,10
PD_MANGA_0010.wav,10
PD_DIABLO_0011.wav,11
PD_CARMEN_0011.wav,11
PD_SOMBRA_0011.wav,11
PD_GANGA_0011.wav,11
PD_ABLANDADA_0011.wav,11
PD_PIDIO_0011.wav,11
PD_MANGA_0011.wav,11
PD_CALLE_0011.wav,11
PD_PERRO_0011.wav,11
PD_BURRO_0011.wav,11
PD_TOMAS_0011.wav,11
PD_BARBAS_0011.wav,11
PD_PIDIO_0012.wav,12
PD_MANGA_0012.wav,12
PD_CARMEN_0012.wav,12
PD_BARBAS_0012.wav,12
PD_BURRO_0012.wav,12
PD_CALLE_0012.wav,12
PD_ABLANDADA_0012.wav,12
PD_GANGA_0012.wav,12
PD_SOMBRA_0012.wav,12
PD_DIABLO_0012.wav,12
PD_PERRO_0012.wav,12
PD_TOMAS_0012.wav,12
PD_PERRO_0013.wav,13
PD_GANGA_0013.wav,13
PD_CARMEN_0013.wav,13
PD_CALLE_0013.wav,13
PD_MANGA_0013.wav,13
PD_BURRO_0013.wav,13
PD_DIABLO_0013.wav,13
PD_PIDIO_0013.wav,13
PD_BARBAS_0013.wav,13
PD_ABLANDADA_0013.wav,13
PD_TOMAS_0013.wav,13
PD_SOMBRA_0013.wav,13
PD_BARBAS_0015.wav,15
PD_PERRO_0015.wav,15
PD_BURRO_0015.wav,15
PD_PIDIO_0015.wav,15
PD_DIABLO_0015.wav,15
PD_CARMEN_0015.wav,15
PD_SOMBRA_0015.wav,15
PD_TOMAS_0015.wav,15
PD_GANGA_0015.wav,15
PD_CALLE_0015.wav,15
PD_MANGA_0015.wav,15
PD_ABLANDADA_0015.wav,15
PD_BARBAS_0016.wav,16
PD_GANGA_0016.wav,16
PD_DIABLO_0016.wav,16
PD_CARMEN_0016.wav,16
PD_MANGA_0016.wav,16
PD_TOMAS_0016.wav,16
PD_CALLE_0016.wav,16
PD_ABLANDADA_0016.wav,16
PD_BURRO_0016.wav,16
PD_SOMBRA_0016.wav,16
PD_PERRO_0016.wav,16
PD_PIDIO_0016.wav,16
PD_BURRO_0017.wav,17
PD_TOMAS_0017.wav,17
PD_PIDIO_0017.wav,17
PD_GANGA_0017.wav,17
PD_MANGA_0017.wav,17
PD_BARBAS_0017.wav,17
PD_SOMBRA_0017.wav,17
PD_CARMEN_0017.wav,17
PD_PERRO_0017.wav,17
PD_DIABLO_0017.wav,17
PD_ABLANDADA_0017.wav,17
PD_CALLE_0017.wav,17
PD_CALLE_0018.wav,18
PD_CARMEN_0018.wav,18
PD_GANGA_0018.wav,18
PD_PERRO_0018.wav,18
PD_PIDIO_0018.wav,18
PD_ABLANDADA_0018.wav,18
PD_TOMAS_0018.wav,18
PD_BURRO_0018.wav,18
PD_DIABLO_0018.wav,18
PD_BARBAS_0018.wav,18
PD_SOMBRA_0018.wav,18
PD_MANGA_0018.wav,18
PD_SOMBRA_0020.wav,20
PD_DIABLO_0020.wav,20
PD_GANGA_0020.wav,20
PD_PERRO_0020.wav,20
PD_PIDIO_0020.wav,20
PD_CALLE_0020.wav,20
PD_CARMEN_0020.wav,20
PD_ABLANDADA_0020.wav,20
PD_BURRO_0020.wav,20
PD_MANGA_0020.wav,20
PD_TOMAS_0020.wav,20
PD_BARBAS_0020.wav,20
PD_SOMBRA_0024.wav,24
PD_CARMEN_0024.wav,24
PD_PERRO_0024.wav,24
PD_CALLE_0024.wav,24
PD_BURRO_0024.wav,24
PD_BARBAS_0024.wav,24
PD_GANGA_0024.wav,24
PD_PIDIO_0024.wav,24
PD_ABLANDADA_0024.wav,24
PD_MANGA_0024.wav,24
PD_TOMAS_0024.wav,24
PD_DIABLO_0024.wav,24
PD_TOMAS_0025.wav,25
PD_PERRO_0025.wav,25
PD_BURRO_0025.wav,25
PD_GANGA_0025.wav,25
PD_CALLE_0025.wav,25
PD_MANGA_0025.wav,25
PD_SOMBRA_0025.wav,25
PD_BARBAS_0025.wav,25
PD_PIDIO_0025.wav,25
PD_CARMEN_0025.wav,25
PD_ABLANDADA_0025.wav,25
PD_DIABLO_0025.wav,25
PD_BARBAS_0027.wav,27
PD_BURRO_0027.wav,27
PD_ABLANDADA_0027.wav,27
PD_MANGA_0027.wav,27
PD_PIDIO_0027.wav,27
PD_GANGA_0027.wav,27
PD_PERRO_0027.wav,27
PD_DIABLO_0027.wav,27
PD_CARMEN_0027.wav,27
PD_CALLE_0027.wav,27
PD_SOMBRA_0027.wav,27
PD_TOMAS_0027.wav,27
PD_PERRO_0028.wav,28
PD_PIDIO_0028.wav,28
PD_BURRO_0028.wav,28
PD_DIABLO_0028.wav,28
PD_CALLE_0028.wav,28
PD_TOMAS_0028.wav,28
PD_ABLANDADA_0028.wav,28
PD_BARBAS_0028.wav,28
PD_GANGA_0028.wav,28
PD_MANGA_0028.wav,28
PD_CARMEN_0028.wav,28
PD_SOMBRA_0028.wav,28
PD_BARBAS_0029.wav,29
PD_CALLE_0029.wav,29
PD_CARMEN_0029.wav,29
PD_PIDIO_0029.wav,29
PD_BURRO_0029.wav,29
PD_MANGA_0029.wav,29
PD_TOMAS_0029.wav,29
PD_GANGA_0029.wav,29
PD_SOMBRA_0029.wav,29
PD_PERRO_0029.wav,29
PD_ABLANDADA_0029.wav,29
PD_DIABLO_0029.wav,29
PD_CARMEN_0030.wav,30
PD_PERRO_0030.wav,30
PD_TOMAS_0030.wav,30
PD_BURRO_0030.wav,30
PD_DIABLO_0030.wav,30
PD_ABLANDADA_0030.wav,30
PD_PIDIO_0030.wav,30
PD_BARBAS_0030.wav,30
PD_GANGA_0030.wav,30
PD_CALLE_0030.wav,30
PD_MANGA_0030.wav,30
PD_SOMBRA_0030.wav,30
PD_TOMAS_0031.wav,31
PD_GANGA_0031.wav,31
PD_DIABLO_0031.wav,31
PD_MANGA_0031.wav,31
PD_SOMBRA_0031.wav,31
PD_CALLE_0031.wav,31
PD_PIDIO_0031.wav,31
PD_CARMEN_0031.wav,31
PD_BURRO_0031.wav,31
PD_BARBAS_0031.wav,31
PD_ABLANDADA_0031.wav,31
PD_PERRO_0031.wav,31
PD_TOMAS_0032.wav,32
PD_CARMEN_0032.wav,32
PD_BURRO_0032.wav,32
PD_BARBAS_0032.wav,32
PD_GANGA_0032.wav,32
PD_MANGA_0032.wav,32
PD_PERRO_0032.wav,32
PD_SOMBRA_0032.wav,32
PD_PIDIO_0032.wav,32
PD_CALLE_0032.wav,32
PD_ABLANDADA_0032.wav,32
PD_DIABLO_0032.wav,32
PD_DIABLO_0037.wav,37
PD_ABLANDADA_0037.wav,37
PD_BARBAS_0037.wav,37
PD_PIDIO_0037.wav,37
PD_BURRO_0037.wav,37
PD_MANGA_0037.wav,37
PD_TOMAS_0037.wav,37
PD_PERRO_0037.wav,37
PD_GANGA_0037.wav,37
PD_CALLE_0037.wav,37
PD_CARMEN_0037.wav,37
PD_SOMBRA_0037.wav,37
PD_BURRO_0038.wav,38
PD_TOMAS_0038.wav,38
PD_ABLANDADA_0038.wav,38
PD_CARMEN_0038.wav,38
PD_PERRO_0038.wav,38
PD_PIDIO_0038.wav,38
PD_MANGA_0038.wav,38
PD_GANGA_0038.wav,38
PD_DIABLO_0038.wav,38
PD_SOMBRA_0038.wav,38
PD_BARBAS_0038.wav,38
PD_CALLE_0038.wav,38
PD_PIDIO_0039.wav,39
PD_CARMEN_0039.wav,39
PD_SOMBRA_0039.wav,39
PD_GANGA_0039.wav,39
PD_CALLE_0039.wav,39
PD_DIABLO_0039.wav,39
PD_ABLANDADA_0039.wav,39
PD_PERRO_0039.wav,39
PD_MANGA_0039.wav,39
PD_BURRO_0039.wav,39
PD_TOMAS_0039.wav,39
PD_BARBAS_0039.wav,39
PD_PIDIO_0040.wav,40
PD_CALLE_0040.wav,40
PD_GANGA_0040.wav,40
PD_MANGA_0040.wav,40
PD_ABLANDADA_0040.wav,40
PD_BURRO_0040.wav,40
PD_SOMBRA_0040.wav,40
PD_TOMAS_0040.wav,40
PD_BARBAS_0040.wav,40
PD_PERRO_0040.wav,40
PD_CARMEN_0040.wav,40
PD_DIABLO_0040.wav,40
PD_ABLANDADA_0041.wav,41
PD_CARMEN_0041.wav,41
PD_PIDIO_0041.wav,41
PD_DIABLO_0041.wav,41
PD_GANGA_0041.wav,41
PD_PERRO_0041.wav,41
PD_TOMAS_0041.wav,41
PD_BARBAS_0041.wav,41
PD_CALLE_0041.wav,41
PD_BURRO_0041.wav,41
PD_SOMBRA_0041.wav,41
PD_MANGA_0041.wav,41
PD_DIABLO_0042.wav,42
PD_BARBAS_0042.wav,42
PD_TOMAS_0042.wav,42
PD_GANGA_0042.wav,42
PD_BURRO_0042.wav,42
PD_ABLANDADA_0042.wav,42
PD_CARMEN_0042.wav,42
PD_PERRO_0042.wav,42
PD_CALLE_0042.wav,42
PD_MANGA_0042.wav,42
PD_PIDIO_0042.wav,42
PD_SOMBRA_0042.wav,42
PD_TOMAS_0043.wav,43
PD_PIDIO_0043.wav,43
PD_ABLANDADA_0043.wav,43
PD_DIABLO_0043.wav,43
PD_BARBAS_0043.wav,43
PD_GANGA_0043.wav,43
PD_CARMEN_0043.wav,43
PD_MANGA_0043.wav,43
PD_BURRO_0043.wav,43
PD_SOMBRA_0043.wav,43
PD_PERRO_0043.wav,43
PD_CALLE_0043.wav,43
PD_TOMAS_0044.wav,44
PD_ABLANDADA_0044.wav,44
PD_GANGA_0044.wav,44
PD_PERRO_0044.wav,44
PD_CARMEN_0044.wav,44
PD_CALLE_0044.wav,44
PD_DIABLO_0044.wav,44
PD_BARBAS_0044.wav,44
PD_SOMBRA_0044.wav,44
PD_BURRO_0044.wav,44
PD_MANGA_0044.wav,44
PD_PIDIO_0044.wav,44
PD_TOMAS_0046.wav,46
PD_PIDIO_0046.wav,46
PD_CALLE_0046.wav,46
PD_DIABLO_0046.wav,46
PD_BURRO_0046.wav,46
PD_GANGA_0046.wav,46
PD_PERRO_0046.wav,46
PD_SOMBRA_0046.wav,46
PD_MANGA_0046.wav,46
PD_BARBAS_0046.wav,46
PD_CARMEN_0046.wav,46
PD_ABLANDADA_0046.wav,46
PD_SOMBRA_0047.wav,47
PD_CALLE_0047.wav,47
PD_PIDIO_0047.wav,47
PD_GANGA_0047.wav,47
PD_DIABLO_0047.wav,47
PD_MANGA_0047.wav,47
PD_ABLANDADA_0047.wav,47
PD_CARMEN_0047.wav,47
PD_BARBAS_0047.wav,47
PD_BURRO_0047.wav,47
PD_PERRO_0047.wav,47
PD_TOMAS_0047.wav,47
PD_ABLANDADA_0066.wav,66
PD_MANGA_0066.wav,66
PD_SOMBRA_0066.wav,66
PD_CALLE_0066.wav,66
PD_BURRO_0066.wav,66
PD_DIABLO_0066.wav,66
PD_PERRO_0066.wav,66
