orig_clip_id,clip_id,speaker_id,arm,p_yes,answer_mass,p_yes_rule3
agreement_Con_118-0_4796.wav,noinv_agreement_Con_118-0_4796.wav,Control118,agreement,0.6126599715483526,0.9722641110420227,0.6126599162947992
agreement_Con_118-1_6475.wav,noinv_agreement_Con_118-1_6475.wav,Control118,agreement,0.5161706359113366,0.9639382064342499,0.5161706229120685
agreement_Con_118-2_4554.wav,noinv_agreement_Con_118-2_4554.wav,Control118,agreement,0.5911626273684345,0.9703890681266785,0.5911625852857836
agreement_Con_118-4_6655.wav,noinv_agreement_Con_118-4_6655.wav,Control118,agreement,0.6592293611573239,0.9689157009124756,0.659229284853227
agreement_Con_121-0_1850.wav,noinv_agreement_Con_121-0_1850.wav,Control121,agreement,0.4396568803785384,0.9693235158920288,0.4396569002556224
agreement_Con_121-3_42714.wav,noinv_agreement_Con_121-3_42714.wav,Control121,agreement,0.6324240895467781,0.9712864756584167,0.6324240114339206
agreement_Con_121-3_7712.wav,noinv_agreement_Con_121-3_7712.wav,Control121,agreement,0.6725276025858687,0.9709734320640564,0.6725275167789845
agreement_Con_124-0_4246.wav,noinv_agreement_Con_124-0_4246.wav,Control124,agreement,0.5374465776695776,0.9605278968811035,0.537446575754693
agreement_Con_124-1_2407.wav,noinv_agreement_Con_124-1_2407.wav,Control124,agreement,0.41849672963114526,0.9694595336914062,0.4184967618647239
agreement_Con_128-1_34057.wav,noinv_agreement_Con_128-1_34057.wav,Control128,agreement,0.5706777447216043,0.9546882808208466,0.5706777187372355
agreement_Con_128-1_4025.wav,noinv_agreement_Con_128-1_4025.wav,Control128,agreement,0.5686037423901741,0.9611321985721588,0.5686036828271476
agreement_Con_128-2_600.wav,noinv_agreement_Con_128-2_600.wav,Control128,agreement,0.4550471916349939,0.9602974653244019,0.4550471911206728
agreement_Con_128-2_65196.wav,noinv_agreement_Con_128-2_65196.wav,Control128,agreement,0.4531703637629925,0.9647709727287292,0.4531703593779027
agreement_Con_128-2_98853.wav,noinv_agreement_Con_128-2_98853.wav,Control128,agreement,0.5016634415057533,0.9613580107688904,0.501663424406552
agreement_Con_128-3_133648.wav,noinv_agreement_Con_128-3_133648.wav,Control128,agreement,0.5690124261576444,0.9611234962940216,0.5690123844075009
agreement_Con_128-3_67278.wav,noinv_agreement_Con_128-3_67278.wav,Control128,agreement,0.4910228666088111,0.9661177098751068,0.4910228592152995
agreement_Con_128-3_99009.wav,noinv_agreement_Con_128-3_99009.wav,Control128,agreement,0.5619692976744654,0.9602881669998169,0.561969271012588
agreement_Con_132-0_3652.wav,noinv_agreement_Con_132-0_3652.wav,Control132,agreement,0.582141433361193,0.9753474295139313,0.582141393202528
agreement_Con_137-0_9369.wav,noinv_agreement_Con_137-0_9369.wav,Control137,agreement,0.46020594231645157,0.9645748734474182,0.4602059786660645
agreement_Con_137-2_140.wav,noinv_agreement_Con_137-2_140.wav,Control137,agreement,0.6039291295557923,0.9694226384162903,0.6039290772269069
agreement_Con_138-1_3792.wav,noinv_agreement_Con_138-1_3792.wav,Control138,agreement,0.5771311385229533,0.953772097826004,0.5771310974661539
agreement_Con_139-0_4376.wav,noinv_agreement_Con_139-0_4376.wav,Control139,agreement,0.5854420943582093,0.9558881521224976,0.58544204561882
agreement_Con_139-1_4164.wav,noinv_agreement_Con_139-1_4164.wav,Control139,agreement,0.5158133992707689,0.9551456868648529,0.5158133834812053
agreement_Con_140-3_12248.wav,noinv_agreement_Con_140-3_12248.wav,Control140,agreement,0.5547033588986137,0.962379664182663,0.5547033114656134
agreement_Con_141-2_2551.wav,noinv_agreement_Con_141-2_2551.wav,Control141,agreement,0.5598150620161221,0.9573717713356018,0.5598150372848225
agreement_Con_142-0_9398.wav,noinv_agreement_Con_142-0_9398.wav,Control142,agreement,0.5496020064386871,0.9657643735408783,0.5496020267051097
agreement_Con_142-1_8331.wav,noinv_agreement_Con_142-1_8331.wav,Control142,agreement,0.5182640486709172,0.9595346450805664,0.5182640327869521
agreement_Con_145-3_7488.wav,noinv_agreement_Con_145-3_7488.wav,Control145,agreement,0.6278435499001582,0.9639312624931335,0.6278435010617032
agreement_Con_150-1_5476.wav,noinv_agreement_Con_150-1_5476.wav,Control150,agreement,0.5684823369324892,0.9637571573257446,0.568482304324485
agreement_Con_150-2_35487.wav,noinv_agreement_Con_150-2_35487.wav,Control150,agreement,0.5627061292921981,0.9680221676826477,0.5627060829591184
agreement_Con_150-2_4727.wav,noinv_agreement_Con_150-2_4727.wav,Control150,agreement,0.6415421117874498,0.9689961373806,0.6415420467711775
agreement_Con_158-0_950.wav,noinv_agreement_Con_158-0_950.wav,Control158,agreement,0.47911048046965243,0.9648021161556244,0.47911049337451334
agreement_Con_166-1_1250.wav,noinv_agreement_Con_166-1_1250.wav,Control166,agreement,0.35823409366925746,0.9731058776378632,0.358234119251311
agreement_Con_166-2_3665.wav,noinv_agreement_Con_166-2_3665.wav,Control166,agreement,0.6212281337070211,0.9697090685367584,0.6212280866629105
agreement_Con_167-1_1550.wav,noinv_agreement_Con_167-1_1550.wav,Control167,agreement,0.6187982761104341,0.9597446620464325,0.6187982201676532
agreement_Con_167-3_7936.wav,noinv_agreement_Con_167-3_7936.wav,Control167,agreement,0.5968769316588521,0.9646580219268799,0.5968768598278766
agreement_Con_172-0_4567.wav,noinv_agreement_Con_172-0_4567.wav,Control172,agreement,0.5853219537457582,0.9644255340099335,0.5853219191008237
agreement_Con_175-0_1772.wav,noinv_agreement_Con_175-0_1772.wav,Control175,agreement,0.6121084987269785,0.9537635147571564,0.6121084580204111
agreement_Con_175-1_34456.wav,noinv_agreement_Con_175-1_34456.wav,Control175,agreement,0.6742337751882794,0.964570015668869,0.6742337063796096
agreement_Con_175-1_500.wav,noinv_agreement_Con_175-1_500.wav,Control175,agreement,0.6098787454829367,0.9588715136051178,0.6098786983604005
agreement_Con_175-2_6669.wav,noinv_agreement_Con_175-2_6669.wav,Control175,agreement,0.5825382488898657,0.9391763508319855,0.5825381915710532
agreement_Con_182-3_8522.wav,noinv_agreement_Con_182-3_8522.wav,Control182,agreement,0.5134669990878328,0.9684958755970001,0.5134669725125568
agreement_Con_196-0_6136.wav,noinv_agreement_Con_196-0_6136.wav,Control196,agreement,0.6122842624820787,0.9687299430370331,0.6122842172501128
agreement_Con_196-1_4236.wav,noinv_agreement_Con_196-1_4236.wav,Control196,agreement,0.6449344418136556,0.9690591394901276,0.6449343745064079
agreement_Con_208-2_3373.wav,noinv_agreement_Con_208-2_3373.wav,Control208,agreement,0.5364516362736695,0.9675173759460449,0.5364515972925764
agreement_Con_208-2_36676.wav,noinv_agreement_Con_208-2_36676.wav,Control208,agreement,0.4264850811616393,0.9733423292636871,0.4264851086193866
agreement_Con_209-1_4071.wav,noinv_agreement_Con_209-1_4071.wav,Control209,agreement,0.5907406864766875,0.959082156419754,0.5907406329601916
agreement_Con_210-1_5066.wav,noinv_agreement_Con_210-1_5066.wav,Control210,agreement,0.5616206118094474,0.9646996259689331,0.5616205855926487
agreement_Con_210-2_10174.wav,noinv_agreement_Con_210-2_10174.wav,Control210,agreement,0.6168144442507394,0.9768026471138,0.6168144151708721
agreement_Con_210-2_43382.wav,noinv_agreement_Con_210-2_43382.wav,Control210,agreement,0.6743604862961985,0.971718966960907,0.6743603993184393
agreement_Con_211-1_38612.wav,noinv_agreement_Con_211-1_38612.wav,Control211,agreement,0.5486987989293698,0.9639801979064941,0.5486987906999581
agreement_Con_211-1_8015.wav,noinv_agreement_Con_211-1_8015.wav,Control211,agreement,0.6377688409371052,0.9713448584079742,0.6377687759650862
agreement_Con_225-0_42326.wav,noinv_agreement_Con_225-0_42326.wav,Control225,agreement,0.5468078280598155,0.95451220870018,0.5468078325107335
agreement_Con_225-0_81579.wav,noinv_agreement_Con_225-0_81579.wav,Control225,agreement,0.46472033741042107,0.9680880308151245,0.46472034699728965
agreement_Con_225-2_3634.wav,noinv_agreement_Con_225-2_3634.wav,Control225,agreement,0.6769549313597396,0.9612276256084442,0.6769548397491212
agreement_Con_232-0_7964.wav,noinv_agreement_Con_232-0_7964.wav,Control232,agreement,0.39678554573643293,0.9772278368473053,0.39678557189800323
agreement_Con_232-1_37474.wav,noinv_agreement_Con_232-1_37474.wav,Control232,agreement,0.5528878669572314,0.9699136912822723,0.55288784494337
agreement_Con_232-1_5114.wav,noinv_agreement_Con_232-1_5114.wav,Control232,agreement,0.4982175853920045,0.9691861867904663,0.49821758692614027
agreement_Con_242-2_1480.wav,noinv_agreement_Con_242-2_1480.wav,Control242,agreement,0.5686149456847864,0.9786442816257477,0.5686149301677079
agreement_Con_243-0_2930.wav,noinv_agreement_Con_243-0_2930.wav,Control243,agreement,0.3435706524575812,0.9752355813980103,0.34357068882287534
agreement_Con_243-0_33988.wav,noinv_agreement_Con_243-0_33988.wav,Control243,agreement,0.3602908736757166,0.9726046919822693,0.3602909004885646
agreement_Con_243-1_38361.wav,noinv_agreement_Con_243-1_38361.wav,Control243,agreement,0.6710682746328057,0.9690431654453278,0.6710682305128228
agreement_Con_243-1_7000.wav,noinv_agreement_Con_243-1_7000.wav,Control243,agreement,0.6575578166506464,0.9684022068977356,0.6575577820644268
agreement_Con_245-1_1750.wav,noinv_agreement_Con_245-1_1750.wav,Control245,agreement,0.5387510823563392,0.9732128381729126,0.5387510868718892
agreement_Con_248-1_38618.wav,noinv_agreement_Con_248-1_38618.wav,Control248,agreement,0.5800482645785119,0.9615122675895691,0.5800482211397063
agreement_Con_248-2_500.wav,noinv_agreement_Con_248-2_500.wav,Control248,agreement,0.652353484563851,0.9708288908004761,0.6523534337127942
agreement_Con_255-0_610.wav,noinv_agreement_Con_255-0_610.wav,Control255,agreement,0.5035742830855434,0.9750232398509979,0.5035742355976548
agreement_Con_256-2_3945.wav,noinv_agreement_Con_256-2_3945.wav,Control256,agreement,0.5487459696148024,0.9739455282688141,0.548745939782135
agreement_Con_266-0_3593.wav,noinv_agreement_Con_266-0_3593.wav,Control266,agreement,0.6127602564743722,0.9606300592422485,0.6127602015603194
agreement_Con_266-1_5687.wav,noinv_agreement_Con_266-1_5687.wav,Control266,agreement,0.5544695234539497,0.9564451575279236,0.5544695036956153
agreement_Con_266-2_1630.wav,noinv_agreement_Con_266-2_1630.wav,Control266,agreement,0.5869540028976273,0.9627449810504913,0.5869539712707872
agreement_Con_267-2_7645.wav,noinv_agreement_Con_267-2_7645.wav,Control267,agreement,0.5429231531881239,0.9632254242897034,0.542923116002247
agreement_Con_274-0_4046.wav,noinv_agreement_Con_274-0_4046.wav,Control274,agreement,0.5407977419463575,0.9743042588233948,0.5407977285374846
agreement_Con_275-0_14059.wav,noinv_agreement_Con_275-0_14059.wav,Control275,agreement,0.5254615694091799,0.9569174647331238,0.5254615176471722
agreement_Con_280-0_3251.wav,noinv_agreement_Con_280-0_3251.wav,Control280,agreement,0.31776080110962784,0.9704957008361816,0.3177608501832578
agreement_Con_292-1_3433.wav,noinv_agreement_Con_292-1_3433.wav,Control292,agreement,0.6206501464996844,0.973805695772171,0.6206500768764865
agreement_Con_296-0_6844.wav,noinv_agreement_Con_296-0_6844.wav,Control296,agreement,0.5575520302642687,0.9565806686878204,0.5575520076276627
agreement_Con_296-1_13132.wav,noinv_agreement_Con_296-1_13132.wav,Control296,agreement,0.6129308015176061,0.9644083678722382,0.6129307277249768
agreement_Con_296-2_39346.wav,noinv_agreement_Con_296-2_39346.wav,Control296,agreement,0.5385614550879309,0.9636247456073761,0.5385614383507842
agreement_Con_298-1_8380.wav,noinv_agreement_Con_298-1_8380.wav,Control298,agreement,0.6117275757187702,0.9676682353019714,0.6117275170504024
agreement_Con_304-2_8196.wav,noinv_agreement_Con_304-2_8196.wav,Control304,agreement,0.6520708289476514,0.9781365990638733,0.6520707760149108
agreement_Con_322-1_8430.wav,noinv_agreement_Con_322-1_8430.wav,Control322,agreement,0.5248378115624122,0.9655345380306244,0.5248377931623465
agreement_Con_340-0_280.wav,noinv_agreement_Con_340-0_280.wav,Control340,agreement,0.6350264878057517,0.9535339176654816,0.6350264351154697
agreement_Con_612-0_9985.wav,noinv_agreement_Con_612-0_9985.wav,Control612,agreement,0.5840012845984616,0.975130558013916,0.5840012586801079
agreement_Con_661-0_5683.wav,noinv_agreement_Con_661-0_5683.wav,Control661,agreement,0.6119376512322467,0.9782467484474182,0.6119376389560438
agreement_Con_668-0_7332.wav,noinv_agreement_Con_668-0_7332.wav,Control668,agreement,0.609909937855772,0.9790025055408478,0.6099099266384008
agreement_Con_678-0_13431.wav,noinv_agreement_Con_678-0_13431.wav,Control678,agreement,0.6092598752459303,0.9774842858314514,0.6092598643480706
agreement_Con_684-0_7809.wav,noinv_agreement_Con_684-0_7809.wav,Control684,agreement,0.4585087234131726,0.9763120710849762,0.4585087487434488
agreement_Con_686-0_9827.wav,noinv_agreement_Con_686-0_9827.wav,Control686,agreement,0.6713538762494234,0.973223477602005,0.671353811559427
agreement_Dem_001-0_2821.wav,noinv_agreement_Dem_001-0_2821.wav,Dementia001,agreement,0.6001676892999785,0.9633322358131409,0.6001676458375668
agreement_Dem_001-2_36504.wav,noinv_agreement_Dem_001-2_36504.wav,Dementia001,agreement,0.5045522717540486,0.9780332744121552,0.5045522538821079
agreement_Dem_003-0_179994.wav,noinv_agreement_Dem_003-0_179994.wav,Dementia003,agreement,0.5879354671467385,0.9705494046211243,0.5879354384483213
agreement_Dem_003-0_42748.wav,noinv_agreement_Dem_003-0_42748.wav,Dementia003,agreement,0.31640050706939277,0.9812614619731903,0.3164005132403596
agreement_Dem_005-2_8186.wav,noinv_agreement_Dem_005-2_8186.wav,Dementia005,agreement,0.4961398113623539,0.9755421578884125,0.4961397829350466
agreement_Dem_010-0_5477.wav,noinv_agreement_Dem_010-0_5477.wav,Dementia010,agreement,0.6342718202164976,0.9696967601776123,0.6342717571761027
agreement_Dem_010-0_71332.wav,noinv_agreement_Dem_010-0_71332.wav,Dementia010,agreement,0.5418038611561519,0.9737825691699982,0.5418038458028661
agreement_Dem_010-2_39756.wav,noinv_agreement_Dem_010-2_39756.wav,Dementia010,agreement,0.6623432067207236,0.9687975645065308,0.6623431479887033
agreement_Dem_010-2_70446.wav,noinv_agreement_Dem_010-2_70446.wav,Dementia010,agreement,0.5626992201470683,0.9761910140514374,0.5626991723412604
agreement_Dem_010-3_490.wav,noinv_agreement_Dem_010-3_490.wav,Dementia010,agreement,0.5423648613526102,0.9752292335033417,0.542364830280705
agreement_Dem_014-2_3253.wav,noinv_agreement_Dem_014-2_3253.wav,Dementia014,agreement,0.547133981808398,0.9796187877655029,0.5471339479556144
agreement_Dem_014-2_38662.wav,noinv_agreement_Dem_014-2_38662.wav,Dementia014,agreement,0.5275055781863415,0.9787075221538544,0.5275055520721353
agreement_Dem_014-2_85608.wav,noinv_agreement_Dem_014-2_85608.wav,Dementia014,agreement,0.45436631354778273,0.9679568111896515,0.4543663248480647
agreement_Dem_018-0_108990.wav,noinv_agreement_Dem_018-0_108990.wav,Dementia018,agreement,0.5521988673697801,0.9681154787540436,0.5521988628016564
agreement_Dem_018-0_140355.wav,noinv_agreement_Dem_018-0_140355.wav,Dementia018,agreement,0.3364140971632241,0.9793762266635895,0.3364141364236035
agreement_Dem_018-0_6074.wav,noinv_agreement_Dem_018-0_6074.wav,Dementia018,agreement,0.6614466042737235,0.9696562588214874,0.6614465660205984
agreement_Dem_018-0_73944.wav,noinv_agreement_Dem_018-0_73944.wav,Dementia018,agreement,0.6542573017440334,0.9735603332519531,0.6542572462180902
agreement_Dem_023-0_50384.wav,noinv_agreement_Dem_023-0_50384.wav,Dementia023,agreement,0.4577734291559599,0.9656119048595428,0.4577734321767536
agreement_Dem_023-2_38520.wav,noinv_agreement_Dem_023-2_38520.wav,Dementia023,agreement,0.4127478345723049,0.980853259563446,0.41274784130287573
agreement_Dem_023-2_4765.wav,noinv_agreement_Dem_023-2_4765.wav,Dementia023,agreement,0.3698820910843858,0.980493038892746,0.3698820902402453
agreement_Dem_023-2_73430.wav,noinv_agreement_Dem_023-2_73430.wav,Dementia023,agreement,0.5798448137536097,0.9736851453781128,0.5798447923988398
agreement_Dem_029-1_100173.wav,noinv_agreement_Dem_029-1_100173.wav,Dementia029,agreement,0.5747704452870042,0.957646906375885,0.5747704337948712
agreement_Dem_029-1_30833.wav,noinv_agreement_Dem_029-1_30833.wav,Dementia029,agreement,0.6075253127403758,0.9667899310588837,0.6075252519174447
agreement_Dem_029-1_63690.wav,noinv_agreement_Dem_029-1_63690.wav,Dementia029,agreement,0.5041283394874524,0.9692105054855347,0.504128306706796
agreement_Dem_030-0_3596.wav,noinv_agreement_Dem_030-0_3596.wav,Dementia030,agreement,0.5363392717734368,0.9715399146080017,0.5363392330261232
agreement_Dem_035-0_41273.wav,noinv_agreement_Dem_035-0_41273.wav,Dementia035,agreement,0.37975081354204177,0.9795976877212524,0.37975081970206676
agreement_Dem_035-0_8859.wav,noinv_agreement_Dem_035-0_8859.wav,Dementia035,agreement,0.6314599949050091,0.9620990753173828,0.6314599134613742
agreement_Dem_035-1_5336.wav,noinv_agreement_Dem_035-1_5336.wav,Dementia035,agreement,0.6092761911164385,0.9690869152545929,0.6092761560837742
agreement_Dem_046-2_80385.wav,noinv_agreement_Dem_046-2_80385.wav,Dementia046,agreement,0.6231059523782312,0.9648259282112122,0.6231059188563011
agreement_Dem_049-0_36876.wav,noinv_agreement_Dem_049-0_36876.wav,Dementia049,agreement,0.3386223054919961,0.9676048159599304,0.3386223437891078
agreement_Dem_049-1_3550.wav,noinv_agreement_Dem_049-1_3550.wav,Dementia049,agreement,0.47720145093624433,0.9659416675567627,0.4772014621902498
agreement_Dem_050-0_1030.wav,noinv_agreement_Dem_050-0_1030.wav,Dementia050,agreement,0.3915085980268879,0.973352313041687,0.39150863254457235
agreement_Dem_051-2_52815.wav,noinv_agreement_Dem_051-2_52815.wav,Dementia051,agreement,0.43895558854000194,0.9753870069980621,0.43895559155830255
agreement_Dem_051-2_87383.wav,noinv_agreement_Dem_051-2_87383.wav,Dementia051,agreement,0.5661262005232793,0.9663100838661194,0.5661261771943659
agreement_Dem_051-3_31393.wav,noinv_agreement_Dem_051-3_31393.wav,Dementia051,agreement,0.5701214244734063,0.9725232720375061,0.5701213992477457
agreement_Dem_051-3_61939.wav,noinv_agreement_Dem_051-3_61939.wav,Dementia051,agreement,0.5975696848907202,0.9679397642612457,0.5975696191737485
agreement_Dem_051-3_80.wav,noinv_agreement_Dem_051-3_80.wav,Dementia051,agreement,0.5930171218942656,0.9614397883415222,0.5930170916230413
agreement_Dem_053-1_17186.wav,noinv_agreement_Dem_053-1_17186.wav,Dementia053,agreement,0.4637148317762969,0.9631871283054352,0.4637148134315993
agreement_Dem_053-1_93896.wav,noinv_agreement_Dem_053-1_93896.wav,Dementia053,agreement,0.36470721990608634,0.9719856679439545,0.36470724443402325
agreement_Dem_057-1_70491.wav,noinv_agreement_Dem_057-1_70491.wav,Dementia057,agreement,0.46626696107271753,0.9588106274604797,0.4662669654526285
agreement_Dem_057-1_870.wav,noinv_agreement_Dem_057-1_870.wav,Dementia057,agreement,0.5878983302088985,0.9514144957065582,0.587898297347582
agreement_Dem_057-2_13203.wav,noinv_agreement_Dem_057-2_13203.wav,Dementia057,agreement,0.5740150656288582,0.9508255124092102,0.5740150366544872
agreement_Dem_057-2_46003.wav,noinv_agreement_Dem_057-2_46003.wav,Dementia057,agreement,0.5190544904962201,0.9649274051189423,0.519054494756796
agreement_Dem_065-0_40897.wav,noinv_agreement_Dem_065-0_40897.wav,Dementia065,agreement,0.5955050838750409,0.9630009531974792,0.5955050682272459
agreement_Dem_065-0_5720.wav,noinv_agreement_Dem_065-0_5720.wav,Dementia065,agreement,0.6186310257082898,0.9686062932014465,0.6186309907746753
agreement_Dem_065-1_3129.wav,noinv_agreement_Dem_065-1_3129.wav,Dementia065,agreement,0.4365363790652892,0.9658289551734924,0.4365363912902545
agreement_Dem_065-1_37483.wav,noinv_agreement_Dem_065-1_37483.wav,Dementia065,agreement,0.6311567906528084,0.9575114250183105,0.6311567189548468
agreement_Dem_065-2_2525.wav,noinv_agreement_Dem_065-2_2525.wav,Dementia065,agreement,0.6544341433454591,0.9655243754386902,0.6544340716063678
agreement_Dem_065-2_41958.wav,noinv_agreement_Dem_065-2_41958.wav,Dementia065,agreement,0.6105257969353528,0.9589245021343231,0.6105257249630687
agreement_Dem_065-2_77231.wav,noinv_agreement_Dem_065-2_77231.wav,Dementia065,agreement,0.5896455801808489,0.9674206078052521,0.5896455210195747
agreement_Dem_070-2_2244.wav,noinv_agreement_Dem_070-2_2244.wav,Dementia070,agreement,0.6103562390354691,0.956283688545227,0.6103561860445254
agreement_Dem_076-4_892.wav,noinv_agreement_Dem_076-4_892.wav,Dementia076,agreement,0.48916563198380053,0.9650079011917114,0.4891656249067477
agreement_Dem_078-0_37140.wav,noinv_agreement_Dem_078-0_37140.wav,Dementia078,agreement,0.3621024842273505,0.9724421203136444,0.3621025048107256
agreement_Dem_078-1_4403.wav,noinv_agreement_Dem_078-1_4403.wav,Dementia078,agreement,0.545270729397023,0.9618213772773743,0.545270712689052
agreement_Dem_087-1_34985.wav,noinv_agreement_Dem_087-1_34985.wav,Dementia087,agreement,0.4576366216400634,0.9665558934211731,0.4576366143178909
