orig_clip_id,clip_id,speaker_id,arm,p_yes,answer_mass,p_yes_rule3
conflict_Dem_010-2_4647.wav,noinv_conflict_Dem_010-2_4647.wav,Dementia010,conflict,0.5306967271224692,0.9733850061893463,0.5306966883171592
conflict_Dem_016-4_40791.wav,noinv_conflict_Dem_016-4_40791.wav,Dementia016,conflict,0.7057223099930771,0.9752164483070374,0.7057222273894806
conflict_Dem_018-0_41994.wav,noinv_conflict_Dem_018-0_41994.wav,Dementia018,conflict,0.6988453342248943,0.9700998961925507,0.6988452764575622
conflict_Dem_024-1_990.wav,noinv_conflict_Dem_024-1_990.wav,Dementia024,conflict,0.48692625682477814,0.9655775129795074,0.4869262340298836
conflict_Dem_029-0_41581.wav,noinv_conflict_Dem_029-0_41581.wav,Dementia029,conflict,0.5571209606249719,0.9677864909172058,0.5571209426005478
conflict_Dem_030-0_38630.wav,noinv_conflict_Dem_030-0_38630.wav,Dementia030,conflict,0.5341984381896498,0.9750092029571533,0.5341984051356463
conflict_Dem_030-1_2020.wav,noinv_conflict_Dem_030-1_2020.wav,Dementia030,conflict,0.4023107097505233,0.9737800359725952,0.4023107329609826
conflict_Dem_030-1_37890.wav,noinv_conflict_Dem_030-1_37890.wav,Dementia030,conflict,0.5307476440299993,0.9703492820262909,0.5307476126189941
conflict_Dem_033-0_2543.wav,noinv_conflict_Dem_033-0_2543.wav,Dementia033,conflict,0.4046264977107312,0.9733566343784332,0.4046264948772267
conflict_Dem_033-2_2861.wav,noinv_conflict_Dem_033-2_2861.wav,Dementia033,conflict,0.5745770166606643,0.9724059998989105,0.5745769702718925
conflict_Dem_033-3_290.wav,noinv_conflict_Dem_033-3_290.wav,Dementia033,conflict,0.7107893564678756,0.9729099571704865,0.7107892668198769
conflict_Dem_033-3_31062.wav,noinv_conflict_Dem_033-3_31062.wav,Dementia033,conflict,0.6694145363999889,0.9634516537189484,0.6694144310798337
conflict_Dem_033-4_10719.wav,noinv_conflict_Dem_033-4_10719.wav,Dementia033,conflict,0.617387630395292,0.9737671911716461,0.6173875774365531
conflict_Dem_033-4_41376.wav,noinv_conflict_Dem_033-4_41376.wav,Dementia033,conflict,0.6016330187191933,0.976176381111145,0.6016329750298393
conflict_Dem_039-0_2456.wav,noinv_conflict_Dem_039-0_2456.wav,Dementia039,conflict,0.6272854584637001,0.9635743200778961,0.6272854100904665
conflict_Dem_039-0_33062.wav,noinv_conflict_Dem_039-0_33062.wav,Dementia039,conflict,0.5181641341721896,0.9601899683475494,0.5181641183858972
conflict_Dem_043-0_38959.wav,noinv_conflict_Dem_043-0_38959.wav,Dementia043,conflict,0.44864742744314945,0.968773603439331,0.44864743575755367
conflict_Dem_043-0_5095.wav,noinv_conflict_Dem_043-0_5095.wav,Dementia043,conflict,0.5724312953849685,0.9722452163696289,0.5724312685263211
conflict_Dem_049-0_3811.wav,noinv_conflict_Dem_049-0_3811.wav,Dementia049,conflict,0.360759480851898,0.9711430668830872,0.36075952707755593
conflict_Dem_057-0_5565.wav,noinv_conflict_Dem_057-0_5565.wav,Dementia057,conflict,0.6243970462553252,0.9647141396999359,0.6243969886853935
conflict_Dem_058-0_7315.wav,noinv_conflict_Dem_058-0_7315.wav,Dementia058,conflict,0.5684716692336023,0.9744338393211365,0.5684716267169085
conflict_Dem_058-1_45600.wav,noinv_conflict_Dem_058-1_45600.wav,Dementia058,conflict,0.4622344446774937,0.9714613258838654,0.46223443021910954
conflict_Dem_058-4_4619.wav,noinv_conflict_Dem_058-4_4619.wav,Dementia058,conflict,0.6761519872457858,0.9669492542743683,0.6761519385494689
conflict_Dem_067-1_1996.wav,noinv_conflict_Dem_067-1_1996.wav,Dementia067,conflict,0.5745636342945598,0.9556188881397247,0.5745635871021575
conflict_Dem_067-2_38997.wav,noinv_conflict_Dem_067-2_38997.wav,Dementia067,conflict,0.5442565096193173,0.966879814863205,0.5442564714232341
conflict_Dem_076-0_37244.wav,noinv_conflict_Dem_076-0_37244.wav,Dementia076,conflict,0.5477428926715215,0.9605741500854492,0.5477428519769821
conflict_Dem_076-2_4304.wav,noinv_conflict_Dem_076-2_4304.wav,Dementia076,conflict,0.5532496614758071,0.9598127007484436,0.5532496151798009
conflict_Dem_089-0_35974.wav,noinv_conflict_Dem_089-0_35974.wav,Dementia089,conflict,0.5254960480831348,0.9651306569576263,0.5254960323367228
conflict_Dem_094-1_3944.wav,noinv_conflict_Dem_094-1_3944.wav,Dementia094,conflict,0.4838609607463391,0.9675140976905823,0.48386095578409194
conflict_Dem_120-0_2632.wav,noinv_conflict_Dem_120-0_2632.wav,Dementia120,conflict,0.6315047364803276,0.9722273349761963,0.631504678449152
conflict_Dem_120-2_560.wav,noinv_conflict_Dem_120-2_560.wav,Dementia120,conflict,0.3569275898356294,0.963624894618988,0.35692762760950886
conflict_Dem_157-1_106467.wav,noinv_conflict_Dem_157-1_106467.wav,Dementia157,conflict,0.6249525846023825,0.97713902592659,0.6249525655641046
conflict_Dem_157-1_37725.wav,noinv_conflict_Dem_157-1_37725.wav,Dementia157,conflict,0.4531600230317156,0.9791203439235687,0.4531600349007783
conflict_Dem_157-1_5428.wav,noinv_conflict_Dem_157-1_5428.wav,Dementia157,conflict,0.5466541835562422,0.9784885942935944,0.5466541661021369
conflict_Dem_157-1_72489.wav,noinv_conflict_Dem_157-1_72489.wav,Dementia157,conflict,0.5204626383118086,0.9711377024650574,0.5204626367004204
conflict_Dem_172-1_4136.wav,noinv_conflict_Dem_172-1_4136.wav,Dementia172,conflict,0.5329659553291312,0.961702972650528,0.5329659432403292
conflict_Dem_172-3_290.wav,noinv_conflict_Dem_172-3_290.wav,Dementia172,conflict,0.5551872513182015,0.9552241563796997,0.5551871962199647
conflict_Dem_178-1_41524.wav,noinv_conflict_Dem_178-1_41524.wav,Dementia178,conflict,0.5825965643526856,0.9653768837451935,0.582596546912531
conflict_Dem_181-1_20393.wav,noinv_conflict_Dem_181-1_20393.wav,Dementia181,conflict,0.5601159558055583,0.9608640968799591,0.5601159209697906
conflict_Dem_181-3_34728.wav,noinv_conflict_Dem_181-3_34728.wav,Dementia181,conflict,0.5347257703956736,0.970765620470047,0.5347257326576736
conflict_Dem_181-3_3835.wav,noinv_conflict_Dem_181-3_3835.wav,Dementia181,conflict,0.5404432889725618,0.9674075841903687,0.5404432807028836
conflict_Dem_184-1_37607.wav,noinv_conflict_Dem_184-1_37607.wav,Dementia184,conflict,0.6299090675376221,0.9688884615898132,0.6299090069943469
conflict_Dem_184-1_6665.wav,noinv_conflict_Dem_184-1_6665.wav,Dementia184,conflict,0.6094827719243309,0.9675185978412628,0.6094827285342009
conflict_Dem_207-0_11767.wav,noinv_conflict_Dem_207-0_11767.wav,Dementia207,conflict,0.42210452408664695,0.9809347987174988,0.42210455386054785
conflict_Dem_212-1_3814.wav,noinv_conflict_Dem_212-1_3814.wav,Dementia212,conflict,0.6596562154173035,0.9690870344638824,0.6596561590849033
conflict_Dem_216-1_4942.wav,noinv_conflict_Dem_216-1_4942.wav,Dementia216,conflict,0.5040372177569985,0.9673126041889191,0.5040371989934173
conflict_Dem_221-0_34574.wav,noinv_conflict_Dem_221-0_34574.wav,Dementia221,conflict,0.6310252234440049,0.9756671190261841,0.6310251786825404
conflict_Dem_221-0_64706.wav,noinv_conflict_Dem_221-0_64706.wav,Dementia221,conflict,0.491298960871163,0.9809513092041016,0.4912989491166523
conflict_Dem_221-1_39698.wav,noinv_conflict_Dem_221-1_39698.wav,Dementia221,conflict,0.6431583268123648,0.9748680293560028,0.6431582589447119
conflict_Dem_221-1_4497.wav,noinv_conflict_Dem_221-1_4497.wav,Dementia221,conflict,0.5457057916393085,0.9700580835342407,0.5457057635551101
conflict_Dem_221-2_32438.wav,noinv_conflict_Dem_221-2_32438.wav,Dementia221,conflict,0.6127244891819421,0.9752549827098846,0.61272443901147
conflict_Dem_221-3_1812.wav,noinv_conflict_Dem_221-3_1812.wav,Dementia221,conflict,0.6765554693198311,0.9692302048206329,0.6765554005247248
conflict_Dem_223-1_50032.wav,noinv_conflict_Dem_223-1_50032.wav,Dementia223,conflict,0.5474677320843202,0.9748653471469879,0.5474676921293504
conflict_Dem_235-0_14264.wav,noinv_conflict_Dem_235-0_14264.wav,Dementia235,conflict,0.41946622402674366,0.9781497716903687,0.4194662279101636
conflict_Dem_237-2_540.wav,noinv_conflict_Dem_237-2_540.wav,Dementia237,conflict,0.586805254256613,0.9626825749874115,0.5868052301782084
conflict_Dem_247-0_66858.wav,noinv_conflict_Dem_247-0_66858.wav,Dementia247,conflict,0.5971936096376829,0.9583267867565155,0.5971935928108506
conflict_Dem_257-2_6395.wav,noinv_conflict_Dem_257-2_6395.wav,Dementia257,conflict,0.616386221885426,0.9660103023052216,0.6163861737420305
conflict_Dem_270-0_2654.wav,noinv_conflict_Dem_270-0_2654.wav,Dementia270,conflict,0.6260532592776534,0.9656419157981873,0.6260531889908062
conflict_Dem_270-2_4285.wav,noinv_conflict_Dem_270-2_4285.wav,Dementia270,conflict,0.5766179382709833,0.9671323895454407,0.5766179160243329
conflict_Dem_282-0_4729.wav,noinv_conflict_Dem_282-0_4729.wav,Dementia282,conflict,0.5067761428576838,0.9602953791618347,0.5067761373895046
conflict_Dem_282-1_4044.wav,noinv_conflict_Dem_282-1_4044.wav,Dementia282,conflict,0.5820912342940116,0.9660169184207916,0.5820912172551572
conflict_Dem_282-2_8300.wav,noinv_conflict_Dem_282-2_8300.wav,Dementia282,conflict,0.5728295673039405,0.9566673934459686,0.5728295037769018
conflict_Dem_291-1_3713.wav,noinv_conflict_Dem_291-1_3713.wav,Dementia291,conflict,0.4915433560959733,0.9662286639213562,0.49154334667272687
conflict_Dem_291-2_7388.wav,noinv_conflict_Dem_291-2_7388.wav,Dementia291,conflict,0.5996369757872092,0.9634948968887329,0.5996369142605518
conflict_Dem_329-0_68391.wav,noinv_conflict_Dem_329-0_68391.wav,Dementia329,conflict,0.6781136720247218,0.9727853238582611,0.6781135826126814
conflict_Dem_342-1_320.wav,noinv_conflict_Dem_342-1_320.wav,Dementia342,conflict,0.5790124456087239,0.9613406956195831,0.5790123851756768
conflict_Dem_346-0_1921.wav,noinv_conflict_Dem_346-0_1921.wav,Dementia346,conflict,0.38329659764811275,0.9743545651435852,0.38329664100698113
conflict_Dem_349-0_5627.wav,noinv_conflict_Dem_349-0_5627.wav,Dementia349,conflict,0.6327563115510546,0.9619829952716827,0.6327562355976769
conflict_Dem_349-1_5632.wav,noinv_conflict_Dem_349-1_5632.wav,Dementia349,conflict,0.5721369276385073,0.9586401283740997,0.5721368914480167
conflict_Dem_350-0_32781.wav,noinv_conflict_Dem_350-0_32781.wav,Dementia350,conflict,0.5004861583105534,0.9697006642818451,0.5004861733331393
conflict_Dem_355-0_3543.wav,noinv_conflict_Dem_355-0_3543.wav,Dementia355,conflict,0.5861647324961456,0.9681459665298462,0.5861646582284397
conflict_Dem_355-1_2694.wav,noinv_conflict_Dem_355-1_2694.wav,Dementia355,conflict,0.555528381100685,0.9766754806041718,0.5555283472122233
conflict_Dem_357-0_40046.wav,noinv_conflict_Dem_357-0_40046.wav,Dementia357,conflict,0.6098877724072935,0.9654082953929901,0.6098877233889386
conflict_Dem_358-0_1290.wav,noinv_conflict_Dem_358-0_1290.wav,Dementia358,conflict,0.6135435837213575,0.963375598192215,0.6135435423110692
conflict_Dem_360-0_4872.wav,noinv_conflict_Dem_360-0_4872.wav,Dementia360,conflict,0.5910248662255144,0.9672842919826508,0.5910247989168637
conflict_Dem_368-0_5232.wav,noinv_conflict_Dem_368-0_5232.wav,Dementia368,conflict,0.5344718217063074,0.970262885093689,0.534471833362587
conflict_Dem_450-1_6771.wav,noinv_conflict_Dem_450-1_6771.wav,Dementia450,conflict,0.5092479324083163,0.9765359163284302,0.5092479273276184
conflict_Dem_458-0_2681.wav,noinv_conflict_Dem_458-0_2681.wav,Dementia458,conflict,0.5708628697140063,0.9680551290512085,0.5708628437784393
conflict_Dem_461-0_40779.wav,noinv_conflict_Dem_461-0_40779.wav,Dementia461,conflict,0.34282708071195744,0.967451274394989,0.34282709481424595
conflict_Dem_461-0_8662.wav,noinv_conflict_Dem_461-0_8662.wav,Dementia461,conflict,0.5626095325120192,0.9603804647922516,0.5626094955694441
conflict_Dem_472-0_42516.wav,noinv_conflict_Dem_472-0_42516.wav,Dementia472,conflict,0.5171759423115327,0.9646434783935547,0.5171759306368207
conflict_Dem_488-0_3463.wav,noinv_conflict_Dem_488-0_3463.wav,Dementia488,conflict,0.2810298152747198,0.9786036908626556,0.2810298829580347
conflict_Dem_492-0_26825.wav,noinv_conflict_Dem_492-0_26825.wav,Dementia492,conflict,0.5297580478971613,0.9744406342506409,0.5297580260537285
conflict_Dem_493-0_6150.wav,noinv_conflict_Dem_493-0_6150.wav,Dementia493,conflict,0.49140873736261587,0.9595492482185364,0.49140874483342634
conflict_Dem_504-0_2260.wav,noinv_conflict_Dem_504-0_2260.wav,Dementia504,conflict,0.5869937223855818,0.9724946022033691,0.5869937017042721
conflict_Dem_506-0_5443.wav,noinv_conflict_Dem_506-0_5443.wav,Dementia506,conflict,0.5976847340636189,0.9693176448345184,0.5976846860089012
conflict_Dem_530-0_7771.wav,noinv_conflict_Dem_530-0_7771.wav,Dementia530,conflict,0.5362069828122255,0.9673779010772705,0.5362069680984596
conflict_Dem_559-0_11027.wav,noinv_conflict_Dem_559-0_11027.wav,Dementia559,conflict,0.601463158066021,0.9743634462356567,0.6014631019805118
conflict_Dem_573-0_7395.wav,noinv_conflict_Dem_573-0_7395.wav,Dementia573,conflict,0.4982270856190042,0.9594357013702393,0.49822707157423807
conflict_Dem_578-0_2913.wav,noinv_conflict_Dem_578-0_2913.wav,Dementia578,conflict,0.5345257577520812,0.9659780263900757,0.5345257486782043
conflict_Dem_578-0_38520.wav,noinv_conflict_Dem_578-0_38520.wav,Dementia578,conflict,0.565171075505969,0.9594255089759827,0.5651710444758175
conflict_Dem_620-0_5500.wav,noinv_conflict_Dem_620-0_5500.wav,Dementia620,conflict,0.4429973632565853,0.9731286466121674,0.44299736096125575
conflict_Dem_624-0_13811.wav,noinv_conflict_Dem_624-0_13811.wav,Dementia624,conflict,0.6084190761298186,0.9624728560447693,0.6084190386476152
conflict_Dem_635-0_15048.wav,noinv_conflict_Dem_635-0_15048.wav,Dementia635,conflict,0.5718880874201172,0.974580317735672,0.5718880434533101
conflict_Dem_639-0_9189.wav,noinv_conflict_Dem_639-0_9189.wav,Dementia639,conflict,0.5687828983916209,0.9726200699806213,0.5687828652369921
conflict_Dem_698-0_4222.wav,noinv_conflict_Dem_698-0_4222.wav,Dementia698,conflict,0.6115734693592502,0.9665680825710297,0.6115734056515576
