file	kind	columns_dropped	rows
scores/leftovers_23sep/pod3b/lo-pod3b-1/pod3b_primary_fp16_perclip.csv	csv	label	936
scores/leftovers_23sep/pod3b/lo-pod3b-1/pod3b_primary_fp16_vectors.npz	npz	W_yes,W_no	5
scores/leftovers_23sep/pod3b/lo-pod3b-3/pod3b_gap_perclip.csv	csv	label	936
scores/leftovers_23sep/pod3b/mac/mf_pitt468.csv	csv	label	468
scores/leftovers_23sep/pod3b_verify/vf-pod3b-1/vf_main_perclip.csv	csv	label	936
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctHaswell_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctPrescott_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctSandybridge_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctSapphireRapids_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_ctZen_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_f64_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-1/pitt_encproj__podfile_thr8_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctHaswell_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctPrescott_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSandybridge_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSapphireRapids_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctSkylakeX_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_ctZen_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_f64_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/edaic30_encproj__podfile_thr8_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctHaswell_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctPrescott_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSandybridge_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSapphireRapids_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctSkylakeX_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_ctZen_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_f64_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-10/pitt_encproj__podfile_thr8_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-13/pitt_ans__macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-13/pitt_ans__podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-2/pitt_llm__macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-2/pitt_llm__podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-3/pitt_ans__macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-3/pitt_ans__podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctHaswell_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctPrescott_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctSandybridge_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctSapphireRapids_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_ctZen_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_f64_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-4/edaic30_encproj__podfile_thr8_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-5/edaic30_llm__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-6/edaic30_ans__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__macfile_oof.npz	npz	label	156
scores/leftovers_23sep/t5/lo-t5-7/adress2020_encproj__podfile_oof.npz	npz	label	156
scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__macfile_oof.npz	npz	label	1270
scores/leftovers_23sep/t5/lo-t5-8/neurovoz_encproj__podfile_oof.npz	npz	label	1270
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctHaswell_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctPrescott_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctSandybridge_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctSapphireRapids_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctSkylakeX_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_ctZen_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_f64_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaic30_encproj__podfile_thr8_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaicfull_encproj__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/lo-t5-9/edaicfull_encproj__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/mac_diag/edaic30_encproj__mac_macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/mac_diag/edaic30_encproj__mac_podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5/mac_diag/pitt_encproj__mac_macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5/mac_diag/pitt_encproj__mac_podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/adress2020_encproj__exact_oof.npz	npz	label	156
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__ctHaswell_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__ctPrescott_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__ctSandybridge_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__ctSapphireRapids_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__ctSkylakeX_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__ctZen_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__exact_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__f64_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__podfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-1/pitt_encproj__thr8_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__ctHaswell_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__ctPrescott_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__ctSandybridge_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__ctSapphireRapids_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__ctSkylakeX_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__ctZen_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__exact_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__f64_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaic30_encproj__thr8_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-2/edaicfull_encproj__exact_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-3/neurovoz_encproj__exact_oof.npz	npz	label	1270
scores/leftovers_23sep/t5_verify/lo-v5-3/pitt_llm__exact_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-4/pitt_ans__exact_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-6/edaic30_ans__exact_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-6/edaic30_llm__exact_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-8/edaic30_encproj__exact_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/lo-v5-8/pitt_encproj__exact_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/lo-v5-9/pitt_ans__exact_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/mac_out/edaic30_encproj__mac_macfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/mac_out/edaic30_encproj__mac_minedefault_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/mac_out/edaic30_encproj__mac_podfile_oof.npz	npz	label	275
scores/leftovers_23sep/t5_verify/mac_out/pitt_encproj__mac_macfile_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/mac_out/pitt_encproj__mac_minedefault_oof.npz	npz	label	468
scores/leftovers_23sep/t5_verify/mac_out/pitt_encproj__mac_podfile_oof.npz	npz	label	468
