seed,auc_probe,cosine,auc_wo_trainz,auc_wo_foldz
59,0.7944013948082138,0.0061763886590746496,0.7999612553273925,0.7937814800464936
60,0.785974428516079,0.0060299584925734475,0.7885703215807828,0.7914567996900426
61,0.787892289810151,0.006882818128435575,0.7937814800464935,0.7997094149554436
62,0.7933940333204182,0.0050890098842566005,0.797927160015498,0.7781480046493606
63,0.8051917861294072,0.006120959541050226,0.8030220844633863,0.7982371173963579
64,0.7933746609841147,0.006380322548808125,0.7960867880666408,0.7888027896164277
65,0.8168733049205734,0.005350847932237219,0.8186943045331267,0.8116427741185588
66,0.8067222006974042,0.004350928822052524,0.8067996900426191,0.8069159240604417
67,0.8003487020534676,0.004633387818771603,0.8077683068578071,0.7814606741573034
68,0.7851995350639287,0.005359301527677,0.7850833010461061,0.7888996512979465
69,0.801840371948857,0.006187268933439037,0.8054242541650523,0.8035063928709801
70,0.812340178225494,0.007434799341178629,0.8093374660984115,0.8092793490895003
71,0.8204765594730725,0.006095983903349291,0.8274312282061217,0.8225300271212709
72,0.8086981790003874,0.0076931952496314664,0.8102479659046881,0.8101511042231693
73,0.7838628438589694,0.00568202036698209,0.7915924060441688,0.7876791941108099
74,0.7716970166602093,0.005041062759753856,0.782448663308795,0.7510073614877953
75,0.7890546299883766,0.006585319164885688,0.7958349476946918,0.7890933746609841
76,0.7821387059279349,0.004252104175117862,0.7862843858969392,0.763541263076327
77,0.8017435102673384,0.003118749575387904,0.806160402944595,0.7988376598217745
78,0.8084850833010462,0.007521856776293285,0.8093374660984114,0.8133281673769857
79,0.8081557535838823,0.00447712489228089,0.8128051142967843,0.8052692754746221
80,0.8071096474234791,0.007051362065873192,0.8101123595505617,0.793355288647811
81,0.8301433552886477,0.006099649054366906,0.830995738086013,0.8285354513754359
82,0.8005811700891127,0.006095962024268069,0.801530414567997,0.7953700116234018
83,0.7922510654784967,0.005095211606833119,0.7933552886478108,0.7897907787679195
84,0.8090856257264626,0.005918677174220285,0.809860519178613,0.8068771793878341
85,0.7788066640836885,0.0063182238313428596,0.7793684618364974,0.766505230530802
86,0.7742541650523053,0.005472104900922403,0.7794072065091049,0.7872917473847346
87,0.8202634637737309,0.009024369849948748,0.8243897714064317,0.8185780705153043
88,0.8109453700116235,0.008004274439889027,0.8106935296396746,0.8015110422316931
89,0.8200697404106935,0.005737564605775951,0.8188105385509493,0.8134250290585046
90,0.8039519566059667,0.006580475528346821,0.8067028283611004,0.8083688492832236
91,0.7943432777993026,0.004833647021634009,0.7926772568771794,0.8000193723363036
92,0.7911468423091824,0.006167452159240717,0.7965904688105385,0.7849864393645873
93,0.8099767531964356,0.004134169820047811,0.8119527314994188,0.8156141030608292
94,0.8413793103448275,0.006443614728093865,0.8418442464161178,0.8296977915536615
95,0.7959318093762107,0.004921821787291634,0.802557148392096,0.8032351801627275
96,0.8147036032545526,0.0075282557253182674,0.8245447500968617,0.8236536226268889
97,0.8056373498643936,0.005691747080677273,0.8115265401007361,0.8078845408756297
98,0.7889771406431616,0.0048141457388689145,0.7888802789616428,0.7825648973266177
99,0.785335141418055,0.006862932376258499,0.7835528864781093,0.781499418829911
100,0.8073421154591244,0.006631102666450376,0.8069740410693529,0.8061410306082915
101,0.812262688880279,0.004379621287497307,0.8123401782254941,0.8041263076327005
102,0.7905850445563735,0.006762739867156234,0.7917280123982952,0.785819449825649
103,0.8125145292522278,0.007304903214488353,0.8155947307245253,0.8113715614103061
104,0.811042231693142,0.006550154381507092,0.8115265401007361,0.8106354126307633
105,0.821793878341728,0.004905035853679393,0.8218519953506391,0.8133281673769855
106,0.796319256102286,0.005723491396503125,0.8029639674544751,0.7919411080976366
107,0.7884540875629601,0.005726941961706451,0.7955637349864393,0.7828748547074778
108,0.8098992638512206,0.008303248715310286,0.8153428903525765,0.8006005424254165
109,0.8099767531964355,0.005970867065717315,0.8136381247578457,0.8094537001162341
110,0.7748934521503293,0.0024762840424335615,0.7841146842309181,0.772530027121271
111,0.7933940333204185,0.0076312333457208914,0.7971135218907401,0.7892483533514142
112,0.8085819449825647,0.00424412244555039,0.8174351026733824,0.8084269662921348
113,0.7873304920573422,0.005054031361737036,0.7897714064316157,0.7871948857032159
114,0.7784967067028283,0.0028680892775237348,0.7831266950794264,0.7800464936071291
115,0.7930065865943432,0.0043886882061469085,0.7978496706702828,0.7875242154203796
116,0.7974815962805114,0.006736527802500732,0.7988182874854707,0.7921735761332818
117,0.8103448275862069,0.0074634258846854335,0.8100736148779543,0.7991863618752421
118,0.8089306470360326,0.006178803694270952,0.8146842309182487,0.8032739248353351
119,0.7863231305695466,0.005112823243003582,0.7937427353738862,0.7876598217745061
120,0.8124176675707091,0.004322508371686146,0.8168926772568772,0.816912049593181
121,0.7916698953893838,0.0033577212826707303,0.7897132894227042,0.7927160015497868
122,0.8131731886865555,0.006047505424218061,0.8185586981790005,0.8076133281673771
123,0.8122239442076714,0.004637884615121086,0.8202247191011236,0.8098992638512206
124,0.7982952344052693,0.0039841325747767865,0.8032545524990315,0.7990701278574197
125,0.7872530027121271,0.005759528351618143,0.7925997675319645,0.7906625339015887
126,0.7962611390933747,0.0042445473984643635,0.7985083301046105,0.791108097636575
127,0.7713483146067417,0.0036306825240310257,0.7772568771793879,0.7596474234792716
128,0.8268306857807053,0.004656694183875048,0.8279736536226268,0.8214258039519566
129,0.782138705927935,0.003152504562618719,0.7845989926385121,0.7760557923285549
130,0.8169895389383959,0.004515552227506359,0.8195079426578846,0.8214258039519565
131,0.7961836497481596,0.003223326448670966,0.7956218519953506,0.7947500968616815
132,0.8169314219294848,0.007779551527182442,0.818268113134444,0.8227237504843085
133,0.8017241379310345,0.006184360686330308,0.8024021697016661,0.7975009686168153
134,0.8083688492832235,0.005799138606622599,0.8083882216195274,0.8067803177063154
135,0.8332816737698565,0.006397671735874813,0.834695854320031,0.8310732274312282
136,0.8081363812475785,0.002792796974144268,0.8072258814413018,0.8020922123208059
137,0.8118752421542039,0.004586270967560686,0.8130375823324294,0.8085044556373497
138,0.8007361487795428,0.0038996357393920734,0.7999418829910887,0.800406819062379
139,0.8137349864393646,0.006317282098593327,0.8154978690430066,0.8217745060054242
140,0.7991669895389385,0.004816245240338293,0.8028864781092598,0.8040100736148781
141,0.8081557535838823,0.004279701001978699,0.8079426578845408,0.8029639674544751
142,0.8005617977528089,0.006504087417624427,0.8012592018597443,0.7972297559085626
143,0.8120108485083302,0.005898781003460739,0.8135993800852382,0.8102285935683842
144,0.8011623401782255,0.0057237707764197674,0.805366137156141,0.7833397907787679
145,0.7868461836497482,0.004266719609308434,0.7869043006586594,0.7848702053467649
146,0.8157303370786517,0.005335372877844355,0.8166602092212322,0.8054048818287486
147,0.8143549012010848,0.005809289859474658,0.8187717938783416,0.8128632313056955
148,0.7812088337853544,0.005302826691930752,0.7816737698566448,0.7766563347539713
149,0.793665246028671,0.005265431282547806,0.7924060441689267,0.7853351414180549
150,0.8005811700891127,0.00753134217655957,0.8013754358775668,0.7992638512204572
151,0.7995931809376211,0.007285900619056034,0.8030027121270825,0.7972878729174738
152,0.8037388609066254,0.004445845640966503,0.8059666795815575,0.7953700116234017
153,0.7999806276636962,0.007053250995096851,0.7985083301046106,0.7986051917861294
154,0.8061991476172026,0.005220370484848515,0.8075164664858582,0.8053467648198374
155,0.8180356450987989,0.00653477257107791,0.8212708252615266,0.817551336691205
156,0.8164858581944983,0.004692320281146727,0.8281480046493607,0.8172607516466486
157,0.7983533514141806,0.005312831573531054,0.8064316156528477,0.7884734598992639
158,0.8034289035257651,0.0044225491496567276,0.808252615265401,0.8027121270825262
159,0.8121464548624564,0.006928943251731807,0.8121270825261526,0.801762882603642
160,0.8027702440914375,0.0039650584943783165,0.8066447113521892,0.804571871367687
161,0.8105385509492445,0.005387236553045791,0.81474234792716,0.8081363812475786
162,0.7963773731111973,0.0051199106648281804,0.7983727237504843,0.7981790003874467
163,0.8120495931809375,0.004938495269008227,0.812650135606354,0.8029252227818675
164,0.800794265788454,0.007309185115408883,0.8043975203409532,0.784540875629601
165,0.791437427353739,0.004117349921988874,0.7974815962805114,0.7861875242154205
166,0.8037969779155367,0.004845597144780712,0.8034289035257653,0.8010654784967066
167,0.7941689267725688,0.004495024619093969,0.7922123208058891,0.7937427353738862
168,0.8001356063541263,0.006092213616614729,0.8016079039132118,0.792309182487408
169,0.8114877954281285,0.007232701794968959,0.8197016660209222,0.807458349476947
170,0.801278574196048,0.007872520457722812,0.8029639674544751,0.7997481596280511
171,0.8235955056179773,0.007400096268206408,0.826675707090275,0.8214645486245641
172,0.8059860519178613,0.005021082292053917,0.8085432003099574,0.8025571483920961
173,0.7786516853932586,0.004944775992741584,0.782603641999225,0.7845602479659046
174,0.8206702828361099,0.006183773671742179,0.8273537388609065,0.8152654010073614
175,0.8062378922898101,0.007238696044991467,0.806644711352189,0.8098411468423091
176,0.799360712901976,0.007484533604071607,0.8065478496706703,0.7921735761332818
177,0.8035838822161954,0.004811975370640607,0.8039713289422706,0.7901007361487795
178,0.8196629213483146,0.0036603050326973812,0.8208833785354513,0.8203796977915537
179,0.8183456024796589,0.008071838006922322,0.8168151879116621,0.8169701666020921
180,0.8057535838822163,0.006814454734657778,0.8078845408756297,0.8072646261139094
181,0.7912824486633088,0.005066405091970777,0.7918055017435103,0.7771406431615653
182,0.811371561410306,0.006275935898357834,0.8141805501743511,0.7958736923672995
183,0.8075939558310732,0.005448289758149997,0.8093374660984116,0.807206509104998
184,0.8030608291359939,0.004375011481019636,0.8041844246416118,0.7996706702828362
185,0.7973266175900815,0.005458216773934142,0.799438202247191,0.7785741960480433
186,0.8244091437427354,0.008026779573687089,0.829891514916699,0.8322743122820613
187,0.7876598217745061,0.0031542035897314654,0.7907787679194112,0.7856450987989151
188,0.8031383184812089,0.0027510428670087183,0.8052692754746222,0.8072839984502131
189,0.8135218907400233,0.007202729862813765,0.8160402944595118,0.8127857419604804
190,0.8005811700891128,0.006543872514791542,0.8010267338240992,0.7802595893064703
191,0.8071483920960868,0.006850954272802718,0.8114103060829135,0.7871367686943045
192,0.8105385509492444,0.004495205754546866,0.8139674544750095,0.8083107322743123
193,0.7973653622626888,0.005217045949229916,0.7977334366524602,0.7930840759395583
194,0.799360712901976,0.005150362772485209,0.8052692754746222,0.7881828748547075
195,0.7948857032158079,0.006494689127217793,0.7976365749709415,0.7877566834560248
196,0.7880472685005813,0.005970357395595007,0.7913986826811313,0.7833591631150716
197,0.8124564122433166,0.007049639106001219,0.8144711352189073,0.8065091049980626
198,0.7951375435877568,0.004565071879006807,0.7998062766369625,0.7922316931421931
199,0.8131538163502519,0.005476418830772414,0.8196241766757071,0.8000581170089113
